微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K6Nafvgfn,"转发理由://@顾野妻:#肖战我喜欢你# 肖战我喜欢你  
原始用户: 手捧星光送你
转发内容: #出场必出彩# “ 如果这世界复杂、虚假、喧哗  我用尽我的一切奔向你呀”@X玖少年团肖战DAYTOY 满天星光只为你而来愿你一路繁花紫陌芬芳，鲜衣怒马身披荣光，目之所及皆是温暖，心之所向皆是朝阳#fanstube# 肖战 | 用尽我的一切奔向你 手捧星光送你的微博视频  ",,无,无,False,无,无,2021-03-18 20:00,荣耀20 PRO,0,0,0
K6NadoZNI,"转发理由://@离小洛洛:咱们家剪刀手参赛养点点，大家快来转赞评  
原始用户: 手捧星光送你
转发内容: #出场必出彩# “ 如果这世界复杂、虚假、喧哗  我用尽我的一切奔向你呀”@X玖少年团肖战DAYTOY 满天星光只为你而来愿你一路繁花紫陌芬芳，鲜衣怒马身披荣光，目之所及皆是温暖，心之所向皆是朝阳#fanstube# 肖战 | 用尽我的一切奔向你 手捧星光送你的微博视频  赞[784407] 原文转发[32699] 原文评论[40178]转发理由://@离小洛洛:咱们家剪刀手参赛养点点，大家快来转",,无,无,False,无,无,2021-03-18 20:00,荣耀20 PRO,0,0,0
K6N9wzfiH,"转发理由://@十五想有钱:和肖战一起助力冬奥会！#肖战加盟冬梦之约# xz #肖战助力北京2022年冬奥会越野滑雪比赛#   
原始用户: CCTV4
转发内容: 【@X玖少年团肖战DAYTOY 加盟《冬奥之约》，助力冰球运动探索冬奥场馆奥秘！】扫码下载央视频APP，来环球页面，与肖战相约#北京2022年冬奥会##肖战[超话]##肖战探索冬奥场馆##肖战助力北京2022年冬奥会越野滑雪比赛#  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/79942c81ly1gonx73ix7oj20tg1j1h5j.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx72cjsbg20qo0gib2b.gif,http://ww1.sinaimg.cn/large/79942c81ly1gonx71j18nj20qo140dlv.jpg,http://ww4.sinaimg.cn/large/79942c81ly1gonx72hslnj20qo140n3n.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx7313f1j20ii0iiq58.jpg,http://ww3.sinaimg.cn/large/79942c81ly1gonx72vy6lj20qo140wia.jpg,http://ww2.sinaimg.cn/large/79942c81ly1gonx736qkvj21400qon1q.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx72pqe5j20qo140jy0.jpg,http://ww4.sinaimg.cn/large/79942c81ly1gonx748kb5g20qo0k0b29.gif",False,无,无,2021-03-18 19:58,荣耀20 PRO,0,0,0
K6N9vmcNq,"转发理由://@呆桃燚:和肖战一起，感受冰球运动的魅力！助力北京2022年冬奥会越野滑雪比赛！ @X玖少年团肖战DAYTOY  #肖战冰球运动推广大使# xz #肖战助力北京2022年冬奥会越野滑雪比赛#   
原始用户: CCTV4
转发内容: 【@X玖少年团肖战DAYTOY 加盟《冬奥之约》，助力冰球运动探索冬奥场馆奥秘！】扫码下载央视频APP，来环球页面，与肖战相约#北京2022年冬奥会##肖战[超话]##肖战探索冬奥场馆##肖战助力北京2022年冬奥会越野滑雪比赛#  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/79942c81ly1gonx73ix7oj20tg1j1h5j.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx72cjsbg20qo0gib2b.gif,http://ww1.sinaimg.cn/large/79942c81ly1gonx71j18nj20qo140dlv.jpg,http://ww4.sinaimg.cn/large/79942c81ly1gonx72hslnj20qo140n3n.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx7313f1j20ii0iiq58.jpg,http://ww3.sinaimg.cn/large/79942c81ly1gonx72vy6lj20qo140wia.jpg,http://ww2.sinaimg.cn/large/79942c81ly1gonx736qkvj21400qon1q.jpg,http://ww1.sinaimg.cn/large/79942c81ly1gonx72pqe5j20qo140jy0.jpg,http://ww4.sinaimg.cn/large/79942c81ly1gonx748kb5g20qo0k0b29.gif",False,无,无,2021-03-18 19:58,荣耀20 PRO,0,0,0
K6N955via,"转发理由://@肖战影音会官微:#肖战[超话]#会会给大家划好重点：超长、独家花絮。唐三@X玖少年团肖战DAYTOY 的仰慕者们在哪里！[打call]#肖战斗罗大陆# [加油]#肖战唐三#  
原始用户: 出戏
转发内容: #电视剧斗罗大陆收官#给大家送上13分钟超长独家花絮，快来一起回顾史兰客七怪片场精彩瞬间。《斗罗大陆》收官13分钟超长花絮，回顾片场精彩瞬间  ",,无,无,False,无,无,2021-03-18 19:57,荣耀20 PRO,0,0,0
K6N93lfra,"转发理由://@1005号虾虾能量客栈:独家花絮来袭！快来和唐三@X玖少年团肖战DAYTOY 一起回顾史兰客七怪片场精彩瞬间。#肖战斗罗大陆# xz #电视剧斗罗大陆收官# #肖战[超话]#  
原始用户: 出戏
转发内容: #电视剧斗罗大陆收官#给大家送上13分钟超长独家花絮，快来一起回顾史兰客七怪片场精彩瞬间。《斗罗大陆》收官13分钟超长花絮，回顾片场精彩瞬间  ",,无,无,False,无,无,2021-03-18 19:57,荣耀20 PRO,0,0,0
K6HOUyQsi,#肖战爱心图书馆#为爱前行，我一直在路上。我在“肖战爱心图书馆”项目捐款成功！@扬帆计划 肖战爱心图书馆  ,,无,无,True,无,无,2021-03-18 06:24,微公益,0,0,0
K6HN4vh8C,"转发理由://@X玖少年团肖战DAYTOY:警惕“杀猪盘”，转账需谨慎。不要轻易相信“一见如故”的网友！加入反诈联盟，一起守护您和家人的财产安全。  
原始用户: 警民直通车-上海
转发内容: #上海市公安局成立反诈联盟# 你以为一见如故的知己网友，很可能是屏幕后的诈骗分子！反诈联盟成员@X玖少年团肖战DAYTOY 提醒您：警惕“杀猪盘”，转账需谨慎。加入我们，一起守护您和家人的财产安全。 警民直通车-上海的微博视频  ",,无,无,False,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HN2Fv8d,"转发理由://@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进#电影武汉日夜#，向抗疫英雄致敬！  
原始用户: 中国电影报道
转发内容: #武汉日夜融媒体首映直播##武汉日夜首映# 以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@X玖少年团肖战DAYTOY 邀您观影，重温感动、见证温暖，真情告白“有你真好”！  原图 ",,无,http://wx2.sinaimg.cn/large/001nokOGgy1gmplmomtcoj60u01hckjm02.jpg,False,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HMZuZhF,"转发理由://@X玖少年团肖战DAYTOY:#2020无价的你# #再见2020#  2020，让我发现身体健康是无价的；2021，希望大家都能健健康康，顺顺利利！  
原始用户: 人民日报
转发内容: 【2020年终演讲：无价】当说起2020，你会用什么形容？今晚@李宇春 讲述《#2020无价的你#》，联合人民日报新媒体正式上线！其中是否有你的答案？带话题#再见2020#发布竖屏视频，向无价的2020说再见。参与征集的视频有机会出现在#再见2020全民短片#中，一起带着对2020的无价回忆，驶向2021！  人民日报的微博视频                     ",,无,无,False,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HMX76Qt,"转发理由://@X玖少年团肖战DAYTOY:#国家公祭日# 铭记历史，珍爱和平，吾辈当自强！  
原始用户: 央视新闻
转发内容: 【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！  原图 ",,无,http://wx4.sinaimg.cn/large/002TLsr9ly1glliihfsrsj60u01i64r102.jpg,False,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HMTgyE3,"转发理由://@X玖少年团肖战DAYTOY:#祖国山河一寸不能丢# 致敬边防军人！致敬英雄！🇨🇳  
原始用户: 央视新闻
转发内容: 【这就是中国人的态度：#祖国山河一寸不能丢#】致敬中国边防军人！转起！  原图 ",,无,http://wx3.sinaimg.cn/large/002TLsr9ly1gnszqvjg1aj60u01hcb2b02.jpg,False,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HMQmxB7,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,True,无,无,2021-03-18 06:19,荣耀20 PRO,0,0,0
K6HMPnNQM,"转发理由:@X玖少年团肖战DAYTOY 我永远支持你！我们一起拿下 #明星势力榜# 第一名！  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-18 06:19,明星势力榜,0,0,0
K6HMJtaPY,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,True,无,无,2021-03-18 06:18,荣耀20 PRO,0,0,0
K6HMIDeur,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,True,无,无,2021-03-18 06:18,荣耀20 PRO,0,0,0
K6HMyiQRw,"转发理由:我在#微博剧集榜#，参与了@电视剧斗罗大陆 互动，快来参与打榜吧！  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆收官# 毕业不是终途，未来长路漫漫，我们携手傲立斗罗之巅@X玖少年团肖战DAYTOY @吴宣仪_Betty @演员邱心志 @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007vJaBCly1golztuwb7fj356o3gg4ra.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzucw5uzj356o3ggnpr.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzutmem1j356o3gge8h.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzv14jizj33gg56oqvc.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golzw56q4aj30lq0lqdhj.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golzvbrdjuj356o3gg1l9.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1golzxztk8jj356o3ggb2s.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golztd43zpj356o3gge8e.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1golzw3r2agj356o3ggkjw.jpg",False,无,无,2021-03-18 06:18,微博剧集榜,0,0,0
K6HLU6CmJ,#肖战魏无羡[超话]##肖战斗罗大陆# xz#肖战唐三# 肖战演技好[心]打架场面太赞了！！！唐三通过蓝银草，控制每个队友的位置 肖战先生你是每一个爱你的人的骄傲！！！@X玖少年团肖战DAYTOY 你该美丽中带着刺的微博视频  ,,无,无,True,"http://f.video.weibocdn.com/8unojMbrlx07KujUs7tm01041200xw140E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1616088395&ssig=ew%2Bw5cqX92&KID=unistore,video",无,2021-03-18 06:16,肖战魏无羡超话,6,1,38
K6HLrbj1p,#肖战唐三[超话]##肖战斗罗大陆#xz#肖战唐三#官方太逗啦，斗罗大陆是逗罗大陆实锤年轻无畏，逐梦前行！ 敬请收看在播剧《斗罗大陆》持灼灼赤子心，踏漫漫斗罗路，随肖战唐三一起千帆历尽，顶峰相见！ @X玖少年团肖战DAYTOY  《斗罗大陆》沙雕番外：魂兽实惨？要从1400年前说起  ,,无,无,True,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=i3229uefg2n&Expires=1616088395&ssig=GktEHdtiW%2B&KID=unistore,video",无,2021-03-18 06:15,肖战唐三超话,0,0,0
K6HLaB9Dp,#斗罗大陆剧版[超话]##肖战斗罗大陆# xz#肖战唐三#这里有父母之情这里有师徒之恩斗罗大陆入股不亏@X玖少年团肖战DAYTOY cr－归心入梦来的微博视频  ,,无,无,True,无,无,2021-03-18 06:14,斗罗大陆剧版超话,1,2,1
K6HKbq7ng,"转发理由:正是因为肖战一次次认真的努力尝试，才有了正片里行云流水，干净利落、让人震撼的表演！ 演员肖战未来可期。  
原始用户: parasolgirl
转发内容: #肖战唐三[超话]##肖战斗罗大陆# xz#肖战唐三# 演员肖战未来可期，肖战顺顺利利“今天就到赛场上找回你们的胜利”！面对升级后的炽火学苑，唐三吸取教训，合理安排战术，七人齐心协力，最终赢得了胜利，一雪前耻！肖战超帅@X玖少年团肖战DAYTOY   视频源于手捧星光送你的微博视频                      ",,无,无,False,无,无,2021-03-18 06:12,荣耀20 PRO,0,0,0
K6F9S1Fj8,"转发理由:热血沸腾挥洒，烈焰存于心间。斗罗大陆，肖战唐三，冒险启程。#肖战斗罗大陆# xz#肖战唐三#  
原始用户: parasolgirl
转发内容: #肖战[超话]##肖战斗罗大陆#  | #肖战唐三#  面对挫折不畏惧，勇敢拼搏为强者。唐三强势来袭，豪情男儿也有柔情外露。与@X玖少年团肖战DAYTOY 遨游《斗罗大陆》，一起开启全新旅程。 视频源于“不流血，不痛苦，怎么走自己的路。” 归心入梦来的微博视频  ",,无,无,False,无,无,2021-03-17 23:37,荣耀20 PRO,0,0,0
K6yvOliyM,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,True,无,无,2021-03-17 06:42,荣耀20 PRO,0,0,0
K6yvNoL3U,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,True,无,无,2021-03-17 06:42,荣耀20 PRO,0,0,0
K6yvLChSg,"转发理由:我在#微博剧集榜#，观看了@电视剧斗罗大陆 的精彩视频片段  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆收官##斗罗大陆全员毕业特辑# 从青涩到成熟，一路上跌跌撞撞，品尝过欢笑与泪水，见证过成功与失败。他们成功蜕变，成为了更好的自己离别是为了下一次的相遇，期待与你们的再见面《斗罗大陆》收官视频 不说离别期待再见  ",,无,无,False,无,无,2021-03-17 06:42,微博剧集榜,0,0,0
K6yvJl0tT,"转发理由:我在#微博剧集榜#，参与了@电视剧斗罗大陆 互动，快来参与打榜吧！  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆收官# 毕业不是终途，未来长路漫漫，我们携手傲立斗罗之巅@X玖少年团肖战DAYTOY @吴宣仪_Betty @演员邱心志 @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007vJaBCly1golztuwb7fj356o3gg4ra.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzucw5uzj356o3ggnpr.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzutmem1j356o3gge8h.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1golzv14jizj33gg56oqvc.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golzw56q4aj30lq0lqdhj.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golzvbrdjuj356o3gg1l9.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1golzxztk8jj356o3ggb2s.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1golztd43zpj356o3gge8e.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1golzw3r2agj356o3ggkjw.jpg",False,无,无,2021-03-17 06:42,微博剧集榜,0,0,0
K6ytH6bhp,#肖战[超话]##肖战斗罗大陆#  xz#肖战唐三#肖战，愿你余生顺顺利利健健康康肖战，愿你星途璀璨 斗罗大陆父子线台词向混剪｜小时候  我要长成你的翅膀 我要拂去你的沧桑 我忘了说 心里面的愿望 始终是要你的肯定啊@X玖少年团肖战DAYTOY  唐唐·米木子的微博视频   ,,无,无,True,"http://f.video.weibocdn.com/9Xa50suAlx07K9hS0rjG01041200qP400E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1616088407&ssig=mQyh9Te7K5&KID=unistore,video",无,2021-03-17 06:37,肖战超话,7,4,159
