,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文,正文
18,#肖战最好的你[超话]##肖战微博之夜#点不了赞了，兔兔原图,0,0,20,"<re.Match object; span=(28, 30), match='原图'>",[],"['肖战最好的你[超话]', '肖战微博之夜']",[],点不了赞了，兔兔,点不了赞了，兔兔
19,#肖战最好的你[超话]##肖战微博之夜#xz#肖战斗罗大陆#提前来求个互动，越多越好，感谢家人们原图,16,0,38,"<re.Match object; span=(48, 50), match='原图'>",[],"['肖战最好的你[超话]', '肖战微博之夜', '肖战斗罗大陆']",[],xz提前来求个互动，越多越好，感谢家人们,xz提前来求个互动，越多越好，感谢家人们
24,#肖战最好的你[超话]##肖战微博之夜#xz#肖战斗罗大陆#想要兔兔，想要互动，养养号2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员#肖战#肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！原图,7,0,30,"<re.Match object; span=(187, 189), match='原图'>",[],"['肖战最好的你[超话]', '肖战微博之夜', '肖战斗罗大陆', '肖战']",[],xz想要兔兔，想要互动，养养号2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！,xz想要兔兔，想要互动，养养号2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！
26,#肖战最好的你[超话]##斗罗大陆单日播放量破2亿#xz#肖战斗罗大陆#趁现在人多，想把今天的兔兔解决了，普天同庆，兔兔我电视剧《斗罗大陆》猫眼最高热度9879☝上线二十天热度播放量二十连冠☝日最高播放量2亿+☝上线二十天播放量24亿日均过亿☝开播以来肖战V榜全程破9☝豆瓣超72w剧粉评分☝德塔文指数3.05电视剧播放指数91.13☝抖音剧集热度破5000万👆剧情超燃特效烧钱，男频玄幻巅峰之作。❗️CCTV8+腾讯视频每日中午更新欢迎收看🤓@X玖少年团肖战DAYTOY[组图共2张]原图,15,1,27,"<re.Match object; span=(236, 245), match='[组图共2张]原图'>",[],"['肖战最好的你[超话]', '斗罗大陆单日播放量破2亿', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz趁现在人多，想把今天的兔兔解决了，普天同庆，兔兔我电视剧《斗罗大陆》猫眼最高热度9879☝上线二十天热度播放量二十连冠☝日最高播放量2亿+☝上线二十天播放量24亿日均过亿☝开播以来肖战V榜全程破9☝豆瓣超72w剧粉评分☝德塔文指数3.05电视剧播放指数91.13☝抖音剧集热度破5000万👆剧情超燃特效烧钱，男频玄幻巅峰之作。❗️CCTV8+腾讯视频每日中午更新欢迎收看🤓@X玖少年团肖战DAYTOY,xz趁现在人多，想把今天的兔兔解决了，普天同庆，兔兔我电视剧《斗罗大陆》猫眼最高热度9879☝上线二十天热度播放量二十连冠☝日最高播放量2亿+☝上线二十天播放量24亿日均过亿☝开播以来肖战V榜全程破9☝豆瓣超72w剧粉评分☝德塔文指数3.05电视剧播放指数91.13☝抖音剧集热度破5000万👆剧情超燃特效烧钱，男频玄幻巅峰之作。❗️CCTV8+腾讯视频每日中午更新欢迎收看🤓@X玖少年团肖战DAYTOY
27,#肖战最好的你[超话]##肖战微博之夜#xz#肖战斗罗大陆#第二了，想要兔兔，动起来，不要给别人第一很好冲塔的感觉[哈欠]2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员#肖战#肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！@X玖少年团肖战DAYTOY原图,26,1,29,"<re.Match object; span=(219, 221), match='原图'>",[],"['肖战最好的你[超话]', '肖战微博之夜', '肖战斗罗大陆', '肖战']",['@X玖少年团肖战DAYTOY'],xz第二了，想要兔兔，动起来，不要给别人第一很好冲塔的感觉[哈欠]2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！@X玖少年团肖战DAYTOY,xz第二了，想要兔兔，动起来，不要给别人第一很好冲塔的感觉[哈欠]2021首个播放指数破9播放量22亿弹幕数超1500万贡献度高达61%连续18天破9蝉联登顶V榜，期待微博king肖战，演员肖战在播的台网联播电视剧《斗罗大陆》，17天播放量破20亿，德塔文景气值今年首部破3，豆瓣打分人数73万，欢迎锁定每天中午12点的cctv8或腾讯视频观看！@X玖少年团肖战DAYTOY
29,#肖战最好的你[超话]##肖战唐三#xz#肖战斗罗大陆#sos，点不了赞了，家人们兔兔我原图,1,0,30,"<re.Match object; span=(44, 46), match='原图'>",[],"['肖战最好的你[超话]', '肖战唐三', '肖战斗罗大陆']",[],xzsos，点不了赞了，家人们兔兔我,xzsos，点不了赞了，家人们兔兔我
31,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战唐三#如此绝美的图，不给我多一点兔兔合适吗？感谢家人，我想要兔兔肖战我爱你，肖战你最棒，肖战晚安@X玖少年团肖战DAYTOY原图,25,0,55,"<re.Match object; span=(87, 89), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战唐三']",['@X玖少年团肖战DAYTOY'],xz如此绝美的图，不给我多一点兔兔合适吗？感谢家人，我想要兔兔肖战我爱你，肖战你最棒，肖战晚安@X玖少年团肖战DAYTOY,xz如此绝美的图，不给我多一点兔兔合适吗？感谢家人，我想要兔兔肖战我爱你，肖战你最棒，肖战晚安@X玖少年团肖战DAYTOY
33,#肖战最好的你[超话]#我去第四了，铁汁们，爬爬们，我要兔兔，多捞捞新帖子演员肖战🌟🌟星途璀璨🐰️⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪⚪♥️♥️♥️⚪⚪♥️⚪⚪⚪⚪⚪⚪♥️⚪⚪♥️♥️♥️♥️♥️⚪⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪⚪♥️⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪♥️⚪⚪⚪♥️⚪原图,5,0,49,"<re.Match object; span=(164, 166), match='原图'>",[],['肖战最好的你[超话]'],[],我去第四了，铁汁们，爬爬们，我要兔兔，多捞捞新帖子演员肖战🌟🌟星途璀璨🐰️⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪⚪♥️♥️♥️⚪⚪♥️⚪⚪⚪⚪⚪⚪♥️⚪⚪♥️♥️♥️♥️♥️⚪⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪⚪♥️⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪♥️⚪⚪⚪♥️⚪,我去第四了，铁汁们，爬爬们，我要兔兔，多捞捞新帖子演员肖战🌟🌟星途璀璨🐰️⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪⚪♥️♥️♥️⚪⚪♥️⚪⚪⚪⚪⚪⚪♥️⚪⚪♥️♥️♥️♥️♥️⚪⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪⚪⚪♥️⚪⚪⚪⚪♥️⚪⚪♥️⚪⚪♥️⚪♥️⚪⚪⚪♥️♥️♥️♥️⚪♥️⚪⚪⚪♥️⚪
35,"#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战蒙牛乳业品牌代言人#想要兔兔，副超第二了，多捞捞新帖子你好，近日家中小兔子走失，其兔长相俊秀，放松时嘴两边有肉嘟嘟，嚼东西会有饭窝窝，笑得太激烈左眼睛会比右眼小，害羞的时候耳朵会红,拥抱喜欢埋肩，不设防的时候会听到嘿嘿笑笑完还有呲溜声，左边唇下有一颗小痣，喜欢吃小面包。小兔叫肖战，见到他记得跟他说，我很想他，谢谢[兔子]@X玖少年团肖战DAYTOY原图",14,0,66,"<re.Match object; span=(200, 202), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战蒙牛乳业品牌代言人']",['@X玖少年团肖战DAYTOY'],"xz想要兔兔，副超第二了，多捞捞新帖子你好，近日家中小兔子走失，其兔长相俊秀，放松时嘴两边有肉嘟嘟，嚼东西会有饭窝窝，笑得太激烈左眼睛会比右眼小，害羞的时候耳朵会红,拥抱喜欢埋肩，不设防的时候会听到嘿嘿笑笑完还有呲溜声，左边唇下有一颗小痣，喜欢吃小面包。小兔叫肖战，见到他记得跟他说，我很想他，谢谢[兔子]@X玖少年团肖战DAYTOY","xz想要兔兔，副超第二了，多捞捞新帖子你好，近日家中小兔子走失，其兔长相俊秀，放松时嘴两边有肉嘟嘟，嚼东西会有饭窝窝，笑得太激烈左眼睛会比右眼小，害羞的时候耳朵会红,拥抱喜欢埋肩，不设防的时候会听到嘿嘿笑笑完还有呲溜声，左边唇下有一颗小痣，喜欢吃小面包。小兔叫肖战，见到他记得跟他说，我很想他，谢谢[兔子]@X玖少年团肖战DAYTOY"
38,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战蒙牛乳业品牌代言人#今天早点来，想要25个兔兔原图,3,0,17,"<re.Match object; span=(48, 50), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战蒙牛乳业品牌代言人']",[],xz今天早点来，想要25个兔兔,xz今天早点来，想要25个兔兔
40,#肖战最好的你[超话]##肖战斗罗大陆#xz#腾讯视频代言人肖战#想要多一点的兔兔，互动互动，必回原图,8,0,28,"<re.Match object; span=(49, 51), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '腾讯视频代言人肖战']",[],xz想要多一点的兔兔，互动互动，必回,xz想要多一点的兔兔，互动互动，必回
41,转发理由:恭喜@瓷猪1名用户获得【周边】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:每逢～必～，看图吧抽奖详情[组图共2张]原图,0,0,0,"<re.Match object; span=(93, 102), match='[组图共2张]原图'>",[],[],[],转发理由:恭喜@瓷猪1名用户获得【周边】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:每逢～必～，看图吧抽奖详情,转发理由:恭喜@瓷猪1名用户获得【周边】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:每逢～必～，看图吧抽奖详情
43,我在#森林驿站#帮助了猕猴，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者原图,0,0,1,"<re.Match object; span=(49, 51), match='原图'>",[],"['森林驿站', '熊猫守护者']",[],我在帮助了猕猴，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者,我在帮助了猕猴，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者
47,#肖战最好的你[超话]##肖战正能量艺人#xz#肖战蒙牛乳业品牌代言人#家人们，想要点兔兔点不了赞又上不了gc原图,13,0,55,"<re.Match object; span=(55, 57), match='原图'>",[],"['肖战最好的你[超话]', '肖战正能量艺人', '肖战蒙牛乳业品牌代言人']",[],xz家人们，想要点兔兔点不了赞又上不了gc,xz家人们，想要点兔兔点不了赞又上不了gc
48,我在#森林驿站#帮助了小熊猫，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者原图,0,0,1,"<re.Match object; span=(50, 52), match='原图'>",[],"['森林驿站', '熊猫守护者']",[],我在帮助了小熊猫，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者,我在帮助了小熊猫，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者
49,#肖战最好的你[超话]##肖战蒙牛乳业品牌代言人#xz#肖战代言真果粒#好家伙，一会不看楼我那么多，给我点兔兔吧，俺的号子最近一直幽灵中，太脆了我爱肖战，肖战好帅@X玖少年团肖战DAYTOY原图,20,3,110,"<re.Match object; span=(95, 97), match='原图'>",[],"['肖战最好的你[超话]', '肖战蒙牛乳业品牌代言人', '肖战代言真果粒']",['@X玖少年团肖战DAYTOY'],xz好家伙，一会不看楼我那么多，给我点兔兔吧，俺的号子最近一直幽灵中，太脆了我爱肖战，肖战好帅@X玖少年团肖战DAYTOY,xz好家伙，一会不看楼我那么多，给我点兔兔吧，俺的号子最近一直幽灵中，太脆了我爱肖战，肖战好帅@X玖少年团肖战DAYTOY
52,#肖战最好的你[超话]#25兔兔[组图共9张]原图,14,0,55,"<re.Match object; span=(16, 25), match='[组图共9张]原图'>",[],['肖战最好的你[超话]'],[],25兔兔,25兔兔
53,#肖战最好的你[超话]#提前要个兔兔，越多越好，谢谢各位同担霞姐原图,3,0,48,"<re.Match object; span=(32, 34), match='原图'>",[],['肖战最好的你[超话]'],[],提前要个兔兔，越多越好，谢谢各位同担霞姐,提前要个兔兔，越多越好，谢谢各位同担霞姐
58,#肖战最好的你[超话]##肖战疾冲#xz#肖战狼殿下#25个胡萝卜给小兔子攒零食～原图,27,1,37,"<re.Match object; span=(41, 43), match='原图'>",[],"['肖战最好的你[超话]', '肖战疾冲', '肖战狼殿下']",[],xz25个胡萝卜给小兔子攒零食～,xz25个胡萝卜给小兔子攒零食～
60,转发理由:恭喜@玫瑰星球的小兔子1名用户获得【围巾】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:我累了，懂的来，请一定一定看图一，不然不会给的抽奖详情[组图共3张]原图,0,0,1,"<re.Match object; span=(113, 122), match='[组图共3张]原图'>",[],[],[],转发理由:恭喜@玫瑰星球的小兔子1名用户获得【围巾】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:我累了，懂的来，请一定一定看图一，不然不会给的抽奖详情,转发理由:恭喜@玫瑰星球的小兔子1名用户获得【围巾】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:我累了，懂的来，请一定一定看图一，不然不会给的抽奖详情
61,#肖战最好的你[超话]##肖战代言真果粒#xz#支持肖战代言#21年的第一条兔兔博，互动互动，新年快乐，健康顺利，宝贝早日把你那春联式的前缀去掉吧，21年顺顺利利，越来越红@X玖少年团肖战DAYTOY[组图共3张]原图,5,0,29,"<re.Match object; span=(100, 109), match='[组图共3张]原图'>",[],"['肖战最好的你[超话]', '肖战代言真果粒', '支持肖战代言']",['@X玖少年团肖战DAYTOY'],xz21年的第一条兔兔博，互动互动，新年快乐，健康顺利，宝贝早日把你那春联式的前缀去掉吧，21年顺顺利利，越来越红@X玖少年团肖战DAYTOY,xz21年的第一条兔兔博，互动互动，新年快乐，健康顺利，宝贝早日把你那春联式的前缀去掉吧，21年顺顺利利，越来越红@X玖少年团肖战DAYTOY
75,#肖战杨紫合唱余生请多指教#余生能不能马上播，太甜了！原图,2,0,0,"<re.Match object; span=(27, 29), match='原图'>",[],['肖战杨紫合唱余生请多指教'],[],余生能不能马上播，太甜了！,余生能不能马上播，太甜了！
76,#肖战最好的你[超话]#紧急求个兔兔，俺上不了赞了，多多益善原图,2,0,33,"<re.Match object; span=(30, 32), match='原图'>",[],['肖战最好的你[超话]'],[],紧急求个兔兔，俺上不了赞了，多多益善,紧急求个兔兔，俺上不了赞了，多多益善
79,#肖战最好的你[超话]#踢踢俺，互动互动，养养号20号线上给宝贝一片红海肖战平平安安顺顺利利，肖战真诚善良，肖战阳光开朗，肖战茂林修竹，肖战风流倜傥，肖战勇于突破，肖战公益先行，肖战勤奋进取，肖战清醒自律，肖战行胜于言，肖战未来可期，肖战星途坦荡[组图共9张]原图,2,0,86,"<re.Match object; span=(123, 132), match='[组图共9张]原图'>",[],['肖战最好的你[超话]'],[],踢踢俺，互动互动，养养号20号线上给宝贝一片红海肖战平平安安顺顺利利，肖战真诚善良，肖战阳光开朗，肖战茂林修竹，肖战风流倜傥，肖战勇于突破，肖战公益先行，肖战勤奋进取，肖战清醒自律，肖战行胜于言，肖战未来可期，肖战星途坦荡,踢踢俺，互动互动，养养号20号线上给宝贝一片红海肖战平平安安顺顺利利，肖战真诚善良，肖战阳光开朗，肖战茂林修竹，肖战风流倜傥，肖战勇于突破，肖战公益先行，肖战勤奋进取，肖战清醒自律，肖战行胜于言，肖战未来可期，肖战星途坦荡
82,#肖战最好的你[超话]#麻烦虾妹看到这条大力和我互动，抡了一两百条博已经异常了，都要验证了，纯正虾爬，20号这耗子还有用呢，自证如下，多多益善多多益善，感恩[组图共6张]原图,21,1,282,"<re.Match object; span=(78, 87), match='[组图共6张]原图'>",[],['肖战最好的你[超话]'],[],麻烦虾妹看到这条大力和我互动，抡了一两百条博已经异常了，都要验证了，纯正虾爬，20号这耗子还有用呢，自证如下，多多益善多多益善，感恩,麻烦虾妹看到这条大力和我互动，抡了一两百条博已经异常了，都要验证了，纯正虾爬，20号这耗子还有用呢，自证如下，多多益善多多益善，感恩
87,转发理由:恭喜@红豆杀了冰1名用户获得【斗罗大陆漫展礼包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:#斗罗大陆剧版[超话]#(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情[组图共4张]原图,0,0,1,"<re.Match object; span=(248, 257), match='[组图共4张]原图'>",[],['斗罗大陆剧版[超话]'],[],转发理由:恭喜@红豆杀了冰1名用户获得【斗罗大陆漫展礼包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情,转发理由:恭喜@红豆杀了冰1名用户获得【斗罗大陆漫展礼包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台原始用户:5秒樱速转发内容:(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情
88,#斗罗大陆剧版[超话]#(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情[组图共4张]原图,189,10,202,"<re.Match object; span=(159, 168), match='[组图共4张]原图'>",[],['斗罗大陆剧版[超话]'],[],(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情,(已开奖哈，各位，开奖了，不用评论啦)今晚去参加了斗罗大陆漫展，得到了一个礼包，不知道有没有姐妹想要，有画册有钥匙扣等等，画册我就不打开了，在现场的时候唐家三少翻了一下，很不错，如果想要评论就可以，什么都不限，唯一要求就是没有黑过斗罗大陆剧版男主肖战即可，期待剧版斗罗大陆[打call]抽奖详情
