,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文,正文
123,#电视剧余生请多指教[超话]##肖战余生请多指教#xz#肖战顾魏#那天我从帅哥身边路过，他挑眉看了我一眼，我觉得他爱上我了，肯定对我念念不忘了，友友们，让我做会儿梦，别打醒我。[牛牛哒]@X玖少年团肖战DAYTOY[组图共4张]原图,1061,30,274,"<re.Match object; span=(107, 116), match='[组图共4张]原图'>",[],"['电视剧余生请多指教[超话]', '肖战余生请多指教', '肖战顾魏']",['@X玖少年团肖战DAYTOY'],xz那天我从帅哥身边路过，他挑眉看了我一眼，我觉得他爱上我了，肯定对我念念不忘了，友友们，让我做会儿梦，别打醒我。[牛牛哒]@X玖少年团肖战DAYTOY,xz那天我从帅哥身边路过，他挑眉看了我一眼，我觉得他爱上我了，肯定对我念念不忘了，友友们，让我做会儿梦，别打醒我。[牛牛哒]@X玖少年团肖战DAYTOY
124,友友们炖鹅也别耽误哦这才是正经事#肖战斗罗大陆#原图,131,23,40,"<re.Match object; span=(24, 26), match='原图'>",[],['肖战斗罗大陆'],[],友友们炖鹅也别耽误哦这才是正经事,友友们炖鹅也别耽误哦这才是正经事
126,#电视剧余生请多指教[超话]##余生请多指教#xz#肖战顾魏#看来大家都很期待顾魏呀～真不错真不错～[牛牛哒]@X玖少年团肖战DAYTOY[组图共2张]原图,1937,98,657,"<re.Match object; span=(69, 78), match='[组图共2张]原图'>",[],"['电视剧余生请多指教[超话]', '余生请多指教', '肖战顾魏']",['@X玖少年团肖战DAYTOY'],xz看来大家都很期待顾魏呀～真不错真不错～[牛牛哒]@X玖少年团肖战DAYTOY,xz看来大家都很期待顾魏呀～真不错真不错～[牛牛哒]@X玖少年团肖战DAYTOY
136,怎么感觉斗罗比狗令后劲儿还足[组图共2张]原图,146,6,142,"<re.Match object; span=(14, 23), match='[组图共2张]原图'>",[],[],[],怎么感觉斗罗比狗令后劲儿还足,怎么感觉斗罗比狗令后劲儿还足
148,就…还是不想夸它…原图,146,2,37,"<re.Match object; span=(9, 11), match='原图'>",[],[],[],就…还是不想夸它…,就…还是不想夸它…
154,哇！44亿了！！！集均1.1亿！#肖战斗罗大陆#原图,422,63,91,"<re.Match object; span=(24, 26), match='原图'>",[],['肖战斗罗大陆'],[],哇！44亿了！！！集均1.1亿！,哇！44亿了！！！集均1.1亿！
157,#肖战斗罗大陆#下班没？该追剧了友友们原图,80,11,19,"<re.Match object; span=(19, 21), match='原图'>",[],['肖战斗罗大陆'],[],下班没？该追剧了友友们,下班没？该追剧了友友们
162,今天集均过1.1稳了呀真素稳稳的幸福#肖战斗罗大陆#原图,407,16,61,"<re.Match object; span=(26, 28), match='原图'>",[],['肖战斗罗大陆'],[],今天集均过1.1稳了呀真素稳稳的幸福,今天集均过1.1稳了呀真素稳稳的幸福
167,在炖吗？别松懈哦～全力以赴～[组图共2张]原图,134,15,86,"<re.Match object; span=(14, 23), match='[组图共2张]原图'>",[],[],[],在炖吗？别松懈哦～全力以赴～,在炖吗？别松懈哦～全力以赴～
175,#肖战最好的你[超话]##我喜欢肖战#xz#肖战余生请多指教#我喜欢肖战，肖战好帅，肖战正能量艺人，肖战的笑最好看，肖战的眼最迷人，肖战演技好，肖战唱歌好听，肖战审美在线，肖战正直勇敢，肖战温柔可亲，期待肖战顾魏，喜欢肖战唐三，肖战健健康康，顺顺利利！@X玖少年团肖战DAYTOY原图,28,0,73,"<re.Match object; span=(140, 142), match='原图'>",[],"['肖战最好的你[超话]', '我喜欢肖战', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz我喜欢肖战，肖战好帅，肖战正能量艺人，肖战的笑最好看，肖战的眼最迷人，肖战演技好，肖战唱歌好听，肖战审美在线，肖战正直勇敢，肖战温柔可亲，期待肖战顾魏，喜欢肖战唐三，肖战健健康康，顺顺利利！@X玖少年团肖战DAYTOY,xz我喜欢肖战，肖战好帅，肖战正能量艺人，肖战的笑最好看，肖战的眼最迷人，肖战演技好，肖战唱歌好听，肖战审美在线，肖战正直勇敢，肖战温柔可亲，期待肖战顾魏，喜欢肖战唐三，肖战健健康康，顺顺利利！@X玖少年团肖战DAYTOY
183,爬子爱看，爱写小论文不是没有原因的。#肖战#[组图共2张]原图,865,170,52,"<re.Match object; span=(22, 31), match='[组图共2张]原图'>",[],['肖战'],[],爬子爱看，爱写小论文不是没有原因的。,爬子爱看，爱写小论文不是没有原因的。
189,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战唐三#肖战好帅我觉得肖战好帅特别帅肖战聪明又努力肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏期待肖战所有作品理智支持肖战代言理智支持肖战影视综艺肖战天天开心顺顺利利@X玖少年团肖战DAYTOY原图,37,1,80,"<re.Match object; span=(127, 129), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战唐三']",['@X玖少年团肖战DAYTOY'],xz肖战好帅我觉得肖战好帅特别帅肖战聪明又努力肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏期待肖战所有作品理智支持肖战代言理智支持肖战影视综艺肖战天天开心顺顺利利@X玖少年团肖战DAYTOY,xz肖战好帅我觉得肖战好帅特别帅肖战聪明又努力肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏期待肖战所有作品理智支持肖战代言理智支持肖战影视综艺肖战天天开心顺顺利利@X玖少年团肖战DAYTOY
193,我以为完结后会断崖式下跌没想到…也就那样吧…🚬（我不能夸原图,184,1,65,"<re.Match object; span=(28, 30), match='原图'>",[],[],[],我以为完结后会断崖式下跌没想到…也就那样吧…🚬（我不能夸,我以为完结后会断崖式下跌没想到…也就那样吧…🚬（我不能夸
194,#肖战的零散随记#最初喜欢肖战的时候，我观察了一阵子，震惊于他的进步速度。干这一行的，进步速度通常以三年五年计，而肖战，却是一部戏一次大提升。每一年，他在业务能力上的提升是飞跃式的，方方面面蜕变。这玩意儿除了天赋，还得拼命，日复一日重复枯燥的课程，才会有这样的结果。轻描淡写，说尽力了，但真正一路看过来的人会知道，他拼命了。某种程度上明星像一件包装精致的商品，他们不会让镜头前的你看到真正的自己，华丽的外衣，虚假的人设，有目的的营销。然而有一样东西却是包装不了的，就是蜕变的速度和成果，平时叫嚣着自己努力了，好惨哦，拍了几部戏都没有进步，有啥用？观众有眼睛。像肖战这样，一部戏上升一个台阶、一部戏一个气质面貌的年轻人，才叫真正努力了，拼命了。作为偶像，这才是应该回馈给粉丝的，最好的礼物，其他都是虚的。[组图共2张]原图,654,38,20,"<re.Match object; span=(351, 360), match='[组图共2张]原图'>",[],['肖战的零散随记'],[],最初喜欢肖战的时候，我观察了一阵子，震惊于他的进步速度。干这一行的，进步速度通常以三年五年计，而肖战，却是一部戏一次大提升。每一年，他在业务能力上的提升是飞跃式的，方方面面蜕变。这玩意儿除了天赋，还得拼命，日复一日重复枯燥的课程，才会有这样的结果。轻描淡写，说尽力了，但真正一路看过来的人会知道，他拼命了。某种程度上明星像一件包装精致的商品，他们不会让镜头前的你看到真正的自己，华丽的外衣，虚假的人设，有目的的营销。然而有一样东西却是包装不了的，就是蜕变的速度和成果，平时叫嚣着自己努力了，好惨哦，拍了几部戏都没有进步，有啥用？观众有眼睛。像肖战这样，一部戏上升一个台阶、一部戏一个气质面貌的年轻人，才叫真正努力了，拼命了。作为偶像，这才是应该回馈给粉丝的，最好的礼物，其他都是虚的。,最初喜欢肖战的时候，我观察了一阵子，震惊于他的进步速度。干这一行的，进步速度通常以三年五年计，而肖战，却是一部戏一次大提升。每一年，他在业务能力上的提升是飞跃式的，方方面面蜕变。这玩意儿除了天赋，还得拼命，日复一日重复枯燥的课程，才会有这样的结果。轻描淡写，说尽力了，但真正一路看过来的人会知道，他拼命了。某种程度上明星像一件包装精致的商品，他们不会让镜头前的你看到真正的自己，华丽的外衣，虚假的人设，有目的的营销。然而有一样东西却是包装不了的，就是蜕变的速度和成果，平时叫嚣着自己努力了，好惨哦，拍了几部戏都没有进步，有啥用？观众有眼睛。像肖战这样，一部戏上升一个台阶、一部戏一个气质面貌的年轻人，才叫真正努力了，拼命了。作为偶像，这才是应该回馈给粉丝的，最好的礼物，其他都是虚的。
195,#肖战的零散随记#真诚是唯一的道路，这句话特简单，但在这个浮躁的社会，尤其在一个非常复杂的名利场里，能做到的屈指可数。我每一天都比昨天更爱肖战，好像没有尽头，因为他无比珍贵。原图,466,15,9,"<re.Match object; span=(87, 89), match='原图'>",[],['肖战的零散随记'],[],真诚是唯一的道路，这句话特简单，但在这个浮躁的社会，尤其在一个非常复杂的名利场里，能做到的屈指可数。我每一天都比昨天更爱肖战，好像没有尽头，因为他无比珍贵。,真诚是唯一的道路，这句话特简单，但在这个浮躁的社会，尤其在一个非常复杂的名利场里，能做到的屈指可数。我每一天都比昨天更爱肖战，好像没有尽头，因为他无比珍贵。
203,今天才说为他哭了一年深夜看到这样的文字又哭了莫名其妙啊莫名其妙就觉得这个世界上有这样一个人真的特别特别美好#肖战#[组图共3张]原图,364,16,25,"<re.Match object; span=(57, 66), match='[组图共3张]原图'>",[],['肖战'],[],今天才说为他哭了一年深夜看到这样的文字又哭了莫名其妙啊莫名其妙就觉得这个世界上有这样一个人真的特别特别美好,今天才说为他哭了一年深夜看到这样的文字又哭了莫名其妙啊莫名其妙就觉得这个世界上有这样一个人真的特别特别美好
204,羡和三呜呜呜好绝啊p2cr.@-下午我在旧居烧信#肖战斗罗大陆#[组图共2张]原图,479,143,73,"<re.Match object; span=(32, 41), match='[组图共2张]原图'>",[],['肖战斗罗大陆'],[],羡和三呜呜呜好绝啊p2cr.@-下午我在旧居烧信,羡和三呜呜呜好绝啊p2cr.@-下午我在旧居烧信
207,在大众层面受限的题材（配置一般）能一爆再爆三连爆，逆天改命，除了演技等因素之外，肖战长了一张天生大男主脸，且非常极致。我以前不是颜控，看不起靠脸吃饭的，但肖战这张脸不一样，他的脸是天赋之一，是我等了很久很久才出现的一张脸。其实这类型的大男主脸在数年前的港台蛮多，可能那里的星探有眼光，但在内地一直稀有，这也是内地武侠类题材难起水花的原因之一，男主形象立不起来就没有灵魂。大男主脸不只是要长得好，还要有辨识度有气质。演技这种可以提升的东西并没那么稀有（没有说不重要的意思，只是没那么稀缺，这一行演技好的人其实很多），特别是在年轻演员中，大家水平都差不多，而一张极致的大男主脸却是十年难遇。何况肖战演技还特别好，有颜值有气质有星光有天赋有野心，又非常努力，品行端正，这些点同时出现在一个人身上，简直就是稀世珍宝一般的存在。复制肖战？劝你先照照镜子。🚬PS.他的声线还贼踏马好听，笑容贼踏马治愈。[组图共4张]原图,2143,127,155,"<re.Match object; span=(395, 404), match='[组图共4张]原图'>",[],[],[],在大众层面受限的题材（配置一般）能一爆再爆三连爆，逆天改命，除了演技等因素之外，肖战长了一张天生大男主脸，且非常极致。我以前不是颜控，看不起靠脸吃饭的，但肖战这张脸不一样，他的脸是天赋之一，是我等了很久很久才出现的一张脸。其实这类型的大男主脸在数年前的港台蛮多，可能那里的星探有眼光，但在内地一直稀有，这也是内地武侠类题材难起水花的原因之一，男主形象立不起来就没有灵魂。大男主脸不只是要长得好，还要有辨识度有气质。演技这种可以提升的东西并没那么稀有（没有说不重要的意思，只是没那么稀缺，这一行演技好的人其实很多），特别是在年轻演员中，大家水平都差不多，而一张极致的大男主脸却是十年难遇。何况肖战演技还特别好，有颜值有气质有星光有天赋有野心，又非常努力，品行端正，这些点同时出现在一个人身上，简直就是稀世珍宝一般的存在。复制肖战？劝你先照照镜子。🚬PS.他的声线还贼踏马好听，笑容贼踏马治愈。,在大众层面受限的题材（配置一般）能一爆再爆三连爆，逆天改命，除了演技等因素之外，肖战长了一张天生大男主脸，且非常极致。我以前不是颜控，看不起靠脸吃饭的，但肖战这张脸不一样，他的脸是天赋之一，是我等了很久很久才出现的一张脸。其实这类型的大男主脸在数年前的港台蛮多，可能那里的星探有眼光，但在内地一直稀有，这也是内地武侠类题材难起水花的原因之一，男主形象立不起来就没有灵魂。大男主脸不只是要长得好，还要有辨识度有气质。演技这种可以提升的东西并没那么稀有（没有说不重要的意思，只是没那么稀缺，这一行演技好的人其实很多），特别是在年轻演员中，大家水平都差不多，而一张极致的大男主脸却是十年难遇。何况肖战演技还特别好，有颜值有气质有星光有天赋有野心，又非常努力，品行端正，这些点同时出现在一个人身上，简直就是稀世珍宝一般的存在。复制肖战？劝你先照照镜子。🚬PS.他的声线还贼踏马好听，笑容贼踏马治愈。
231,斗罗还没有结束哦，这么好看的剧那必然要N刷的。那个只看TA功能不错哦，强烈推荐，哪个效率看哪个，总bfl才是最重要的，别纠结其他。剧集完结后观剧大部队会陆续退场，粉丝贡献不了啥，尽一点绵薄之力吧。新剧不来，斗罗不停。[组图共3张]原图,455,68,110,"<re.Match object; span=(108, 117), match='[组图共3张]原图'>",[],[],[],斗罗还没有结束哦，这么好看的剧那必然要N刷的。那个只看TA功能不错哦，强烈推荐，哪个效率看哪个，总bfl才是最重要的，别纠结其他。剧集完结后观剧大部队会陆续退场，粉丝贡献不了啥，尽一点绵薄之力吧。新剧不来，斗罗不停。,斗罗还没有结束哦，这么好看的剧那必然要N刷的。那个只看TA功能不错哦，强烈推荐，哪个效率看哪个，总bfl才是最重要的，别纠结其他。剧集完结后观剧大部队会陆续退场，粉丝贡献不了啥，尽一点绵薄之力吧。新剧不来，斗罗不停。
242,#肖战告别斗罗大陆#不说再见n刷走起[组图共3张]原图,130,4,1,"<re.Match object; span=(18, 27), match='[组图共3张]原图'>",[],['肖战告别斗罗大陆'],[],不说再见n刷走起,不说再见n刷走起
248,#肖战告别斗罗大陆#是温柔善良的大哥哥[组图共2张]原图,151,7,1,"<re.Match object; span=(19, 28), match='[组图共2张]原图'>",[],['肖战告别斗罗大陆'],[],是温柔善良的大哥哥,是温柔善良的大哥哥
249,#肖战告别斗罗大陆#喜欢你用心诠释的每一个角色愿你越来越好爱你[组图共3张]原图,131,4,1,"<re.Match object; span=(31, 40), match='[组图共3张]原图'>",[],['肖战告别斗罗大陆'],[],喜欢你用心诠释的每一个角色愿你越来越好爱你,喜欢你用心诠释的每一个角色愿你越来越好爱你
267,#肖战最好的你[超话]##肖战斗罗大陆#肖战斗罗大陆#肖战余生请多指教#肖战余生请多指教3.16互夸回唯，不回主超[兔子]肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战是根正苗红的好艺人！@X玖少年团肖战DAYTOY原图,41,2,125,"<re.Match object; span=(150, 152), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],肖战斗罗大陆肖战余生请多指教3.16互夸回唯，不回主超[兔子]肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战是根正苗红的好艺人！@X玖少年团肖战DAYTOY,肖战斗罗大陆肖战余生请多指教3.16互夸回唯，不回主超[兔子]肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战是根正苗红的好艺人！@X玖少年团肖战DAYTOY
287,《肖战研究手册之帽子的正确戴法》可以学起来了加油哦[组图共12张]原图,163,46,23,"<re.Match object; span=(25, 35), match='[组图共12张]原图'>",[],[],[],《肖战研究手册之帽子的正确戴法》可以学起来了加油哦,《肖战研究手册之帽子的正确戴法》可以学起来了加油哦
296,珍惜每分每秒实绩是最大的底气#肖战斗罗大陆#原图,123,8,30,"<re.Match object; span=(22, 24), match='原图'>",[],['肖战斗罗大陆'],[],珍惜每分每秒实绩是最大的底气,珍惜每分每秒实绩是最大的底气
315,清早起来把鹅炖上积少成多每一个人都很重要哦原图,128,43,46,"<re.Match object; span=(21, 23), match='原图'>",[],[],[],清早起来把鹅炖上积少成多每一个人都很重要哦,清早起来把鹅炖上积少成多每一个人都很重要哦
317,#肖战最好的你[超话]##肖战正能量艺人#xz#肖战平安喜乐#肖战正能量艺人，肖战引导粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引领粉丝越来越优秀，肖战是根正苗红的好艺人！肖战新歌光点好听！@X玖少年团肖战DAYTOY原图,49,3,170,"<re.Match object; span=(168, 170), match='原图'>",[],"['肖战最好的你[超话]', '肖战正能量艺人', '肖战平安喜乐']",['@X玖少年团肖战DAYTOY'],xz肖战正能量艺人，肖战引导粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引领粉丝越来越优秀，肖战是根正苗红的好艺人！肖战新歌光点好听！@X玖少年团肖战DAYTOY,xz肖战正能量艺人，肖战引导粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引领粉丝越来越优秀，肖战是根正苗红的好艺人！肖战新歌光点好听！@X玖少年团肖战DAYTOY
322,#肖战斗罗大陆#42原图,212,12,43,"<re.Match object; span=(10, 12), match='原图'>",[],['肖战斗罗大陆'],[],42,42
331,积少成多专注当下#肖战斗罗大陆#原图,129,18,57,"<re.Match object; span=(16, 18), match='原图'>",[],['肖战斗罗大陆'],[],积少成多专注当下,积少成多专注当下
343,#肖战斗罗大陆#原图,62,21,19,"<re.Match object; span=(8, 10), match='原图'>",[],['肖战斗罗大陆'],[],,
362,全力以赴多一点都是赚到[组图共2张]原图,179,18,50,"<re.Match object; span=(11, 20), match='[组图共2张]原图'>",[],[],[],全力以赴多一点都是赚到,全力以赴多一点都是赚到
384,喜欢看一些打脸🚬原图,657,19,78,"<re.Match object; span=(8, 10), match='原图'>",[],[],[],喜欢看一些打脸🚬,喜欢看一些打脸🚬
400,俺们罗已经41亿啦多的每一亿都是赚越多越好新剧不来斗罗不停#肖战斗罗大陆#原图,424,11,36,"<re.Match object; span=(37, 39), match='原图'>",[],['肖战斗罗大陆'],[],俺们罗已经41亿啦多的每一亿都是赚越多越好新剧不来斗罗不停,俺们罗已经41亿啦多的每一亿都是赚越多越好新剧不来斗罗不停
425,不知道咋回事儿但是自己努努力吧原图,129,3,63,"<re.Match object; span=(15, 17), match='原图'>",[],[],[],不知道咋回事儿但是自己努努力吧,不知道咋回事儿但是自己努努力吧
430,鬼故事一小时50w在追剧吗原图,119,22,107,"<re.Match object; span=(13, 15), match='原图'>",[],[],[],鬼故事一小时50w在追剧吗,鬼故事一小时50w在追剧吗
475,啊啊啊啊啊原图,162,10,24,"<re.Match object; span=(5, 7), match='原图'>",[],[],[],啊啊啊啊啊,啊啊啊啊啊
481,最近几天最后一小时只有几百万因为很多人要睡了要开大火了原图,96,37,17,"<re.Match object; span=(27, 29), match='原图'>",[],[],[],最近几天最后一小时只有几百万因为很多人要睡了要开大火了,最近几天最后一小时只有几百万因为很多人要睡了要开大火了
483,原图,136,92,61,"<re.Match object; span=(0, 2), match='原图'>",[],[],[],,
488,39.8原图,83,7,19,"<re.Match object; span=(4, 6), match='原图'>",[],[],[],39.8,39.8
490,#肖战斗罗大陆#[组图共2张]原图,39,4,31,"<re.Match object; span=(8, 17), match='[组图共2张]原图'>",[],['肖战斗罗大陆'],[],,
492,分享图片原图,36,1,28,"<re.Match object; span=(4, 6), match='原图'>",[],[],[],分享图片,分享图片
497,小破锣站起来原图,84,13,19,"<re.Match object; span=(6, 8), match='原图'>",[],[],[],小破锣站起来,小破锣站起来
501,分享图片[组图共2张]原图,182,213,57,"<re.Match object; span=(4, 13), match='[组图共2张]原图'>",[],[],[],分享图片,分享图片
508,其实并没有比昨天多多少增速也变慢了真滴挺悬的[组图共2张]原图,98,10,43,"<re.Match object; span=(22, 31), match='[组图共2张]原图'>",[],[],[],其实并没有比昨天多多少增速也变慢了真滴挺悬的,其实并没有比昨天多多少增速也变慢了真滴挺悬的
