微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K6sg5qSwr,"转发理由://@肖战影音会官微:#肖战[超话]#那些拼尽全力的奔走，都有迹可循，和唐三互相陪伴一起听风的日子，将永远被珍藏。#电视剧斗罗大陆收官#以诚为径，无远弗届，愿你抬眼时，总有绚烂烟火绽放。@X玖少年团肖战DAYTOY  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-16 14:47,肖战顺顺利利,0,0,0
K6rKu4O0V,"转发理由://@肖战工作室:唐三顺利毕业，@X玖少年团肖战DAYTOY 精彩继续，期待再相遇！  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-16 13:29,肖战顺顺利利,0,0,0
K6qZwvbUf,"转发理由://@肖战影音会官微:#肖战[超话]##电视剧斗罗大陆收官# 倏忽春至，微光杳杳，少年阔步而来，不愧不怍，不矜不伐。再见，唐三；你好，肖战@X玖少年团肖战DAYTOY  
原始用户: 肖战工作室
转发内容: 少年义勇挽狂澜，心存烈焰俯天地。你好唐三，再见唐三。@X玖少年团肖战DAYTOY #电视剧斗罗大陆收官##肖战[超话]#  原图 ",,无,http://wx3.sinaimg.cn/large/007fzS16ly1golj8s8a48j30p08a4b2d.jpg,False,无,无,2021-03-16 11:33,肖战顺顺利利,0,0,0
K6pb47JJX,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG 跟我一起助TA荣登超话封面吧~  ,,无,无,True,无,无,2021-03-16 06:56,超话,0,0,0
K6m5YnvVc,"转发理由:央爹，看我看我  
原始用户: CCTV电视剧
转发内容: #斗罗大陆央八经典剧场收官#【转起！赢斗罗大陆定制盲盒】 截至目前，#斗罗大陆全网播放量超43.2亿#，央视频端内播放量超6千万，感谢大家的支持央八经典剧场收官之日有惊喜~转发这条微博，小8将在明天18点随机抽取8名幸运剧迷 ，每人送出《斗罗大陆》定制盲盒一份！冲冲冲！  抽奖详情              原图                     ",,无,http://wx3.sinaimg.cn/large/002do8ZNly1gokwmglzdgj61400ri0x702.jpg,False,无,无,2021-03-15 23:05,肖战顺顺利利,0,0,0
K6lWGqqNU,"转发理由:康康我，唐三超帅  
原始用户: CCTV电视剧
转发内容: #斗罗大陆央八经典剧场收官#【转起！赢斗罗大陆定制盲盒】 截至目前，#斗罗大陆全网播放量超43.2亿#，央视频端内播放量超6千万，感谢大家的支持央八经典剧场收官之日有惊喜~转发这条微博，小8将在明天18点随机抽取8名幸运剧迷 ，每人送出《斗罗大陆》定制盲盒一份！冲冲冲！  抽奖详情              原图                     ",,无,http://wx3.sinaimg.cn/large/002do8ZNly1gokwmglzdgj61400ri0x702.jpg,False,无,无,2021-03-15 22:42,肖战顺顺利利,0,0,0
K6lUei1GS,"转发理由:转发微博  
原始用户: 肖战工作室
转发内容: 三哥@X玖少年团肖战DAYTOY 竖版剧照奉上，换壁纸啦 #肖战[超话]#  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1goieqxwixrj32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieq9kh5ij32bc3h0kjr.jpg,http://ww1.sinaimg.cn/large/007fzS16ly1goierlgzqxj32bc3h01l3.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieqie6jij32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goierw5wn5j32bc3h07wn.jpg,http://ww3.sinaimg.cn/large/007fzS16ly1goieqqedasj32bc3h04qv.jpg",False,无,无,2021-03-15 22:36,肖战顺顺利利,1,0,0
K6lU5oXTt,"转发理由:转发微博  
原始用户: 肖战影音会官微
转发内容: #唐三bking时刻#[加油]#肖战用心诠释史兰客精神# 【会追剧•燃情斗罗】天生满魂力，双生武魂，玄天宝录，外附魂骨……“史兰客学苑，唐三参战！”一起欣赏三哥@X玖少年团肖战DAYTOY 的高燃时刻吧！ 肖战影音会官微的微博视频  ",,无,无,False,无,无,2021-03-15 22:36,肖战顺顺利利,1,0,0
K6lbsrUbd,#唐三bking时刻#  |  #肖战用心诠释史兰客精神# 来看看“肖氏独门绝技”，这是什么秀得飞起的技能？看了好几遍也不知道怎么操作，你们学废了吗肖战@X玖少年团肖战DAYTOY 唐三bking时刻  肖战用心诠释史兰客精神东方卫视我们的歌的微博视频   ,,无,无,True,无,无,2021-03-15 20:46,肖战超话,41,2,254
K6d3locpt,我为#肖战[超话]#贡献66影响力，影响力越多排名越高！戳这里→http://t.cn/RrKeREG ~跟我一起打榜提高排名吧~  ,,无,无,True,无,无,2021-03-15 00:04,超话,0,0,0
K6d3fFFHQ,我为#肖战[超话]#贡献10影响力，影响力越多排名越高！戳这里→http://t.cn/RrKeREG ~跟我一起打榜提高排名吧~  ,,无,无,True,无,无,2021-03-15 00:04,超话,0,0,0
K6caInZf9,#肖战斗罗大陆#  丨  #肖战余生请多指教# 肖战斗罗大陆     肖战余生请多指教时间很短，天涯很远，今后的一山一水，一朝一夕，只想与你安静地走完~@X玖少年团肖战DAYTOY肖战@X玖少年团肖战DAYTOY  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/611122bbgy1gojruj7t0kj20np0zk0tx.jpg,http://ww3.sinaimg.cn/large/611122bbgy1gojrujlg9fj20nq0zkt9y.jpg,http://ww4.sinaimg.cn/large/611122bbgy1gojrujynozj20np0zkmyh.jpg,http://ww1.sinaimg.cn/large/611122bbgy1gojrukbqa1j20np0zk75j.jpg,http://ww2.sinaimg.cn/large/611122bbgy1gojrukp0m5j20np0zk75h.jpg,http://ww2.sinaimg.cn/large/611122bbgy1gojrul3ddlj20np0zkjsk.jpg,http://ww3.sinaimg.cn/large/611122bbgy1gojrulthk5j20np0zkgmv.jpg,http://ww4.sinaimg.cn/large/611122bbgy1gojrumhrh5j20np0zk3zo.jpg,http://ww4.sinaimg.cn/large/611122bbgy1gojrumuh5yj20np0zk75o.jpg",无,True,无,无,2021-03-14 21:49,肖战超话,194,13,263
K67jUo1aE,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG 跟我一起助TA荣登超话封面吧~  ,,无,无,True,无,无,2021-03-14 09:28,超话,0,0,0
K63vyFjR7,#肖战斗罗大陆#   xz  #肖战唐三# 因为有你@X玖少年团肖战DAYTOY ，所以每一天都值得期待！我们一起努力前行，在最好的时间相遇，你在，我就一直在肖战@X玖少年团肖战DAYTOY  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/611122bbgy1goiple3jd5j20ws1d2k5v.jpg,http://ww4.sinaimg.cn/large/611122bbgy1goiplex8xij22bc1jk7wh.jpg,http://ww1.sinaimg.cn/large/611122bbgy1goiplgjen6j21jk2bc1ky.jpg,http://ww2.sinaimg.cn/large/611122bbgy1goiplhq0ssj21jk2bcnpd.jpg,http://ww1.sinaimg.cn/large/611122bbgy1goipliszelj22bc1jle81.jpg,http://ww1.sinaimg.cn/large/611122bbgy1goiplk6rjyj21jk2bchdt.jpg,http://ww2.sinaimg.cn/large/611122bbgy1goipll9k34j21jo2bcb29.jpg,http://ww2.sinaimg.cn/large/611122bbgy1goiplmnxqaj21jk2bce81.jpg,http://ww1.sinaimg.cn/large/611122bbgy1goiplnw0p4j21jk2bcb29.jpg",无,True,无,无,2021-03-13 23:46,肖战超话,306,18,287
K620bqPC9,"转发理由:要亲签  
原始用户: 牛蒙蒙官方微博
转发内容: 是的，蒙蒙终于站起来了！明天上午10:05牛蒙蒙小程序精彩活动再次来袭，你们关心的问题让蒙蒙一一解答。1. 活动只在牛蒙蒙小程序举行，请不要迷路哦；2. 活动会一直持续到3月20日，不用担心第一时间没参加会拿不到亲签（程序员哥哥表示压力很大）；3. 最重要的一点，这一次不用花钱就有机会赢战哥亲签，想买牛奶的盆友们没想到吧 具体的活动规则明天揭晓，蒙蒙保证真的很好玩˜那么，提前祝大家玩得开心              原图                     ",,无,http://wx2.sinaimg.cn/large/00809LQJly1goiio9cefxj30u01hcb29.jpg,False,无,无,2021-03-13 19:56,肖战顺顺利利,0,0,0
K61p9qext,"转发理由://@-奶黄包呀:大哥哥和小朋友#肖战冰球运动推广大使#  
原始用户: 乐维文化LEVAY
转发内容: #肖战献唱冬奥# #肖战和小朋友合唱# 乐维素质偶像王雨朵、陈一宁与肖战哥哥和当期所有出演的小朋友的合照来啦！乐维·中国愿陪伴你们在艺术的道路上一直璀璨！  原图 ",,无,http://wx3.sinaimg.cn/large/006W14vyly1godubukmq9j319r0u07wi.jpg,False,无,无,2021-03-13 18:25,肖战顺顺利利,0,0,0
K60Eb7vSu,"转发理由://@1005号虾虾能量客栈:保护自己的财产和信息安全，仔细当心，切勿上当，评论里的也要注意#肖战[超话]#  
原始用户: 肖战影音会官微
转发内容: 近期有粉丝反映各大平台有影音会高仿号出现，并以此进行拉群、虚假宣传等行为。会会在此强调，肖战影音会在各平台的账号如下图所示，除此以外，其他账号均为假。请小飞侠们提高警惕，仔细辨别，切勿上当，保护自己的财产和信息安全。  [组图共13张] 原图 ",,无,"http://ww3.sinaimg.cn/large/006g88m9ly1goi65urlaxj30ku0z6af0.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi65va85lj30ku0z6af3.jpg,http://ww1.sinaimg.cn/large/006g88m9ly1goi1xfwd11j30ku0z67cj.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xggf9dj30ku0z6ahx.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xg7azbj30ku0z6qas.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xh6hzwj30ku0z6ai9.jpg,http://ww1.sinaimg.cn/large/006g88m9ly1goi1xhjmxnj30ku0z646b.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xhzr2mj30ku0z6k0a.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xids0uj30ku0z6doi.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi1xinyykj30ku0z646a.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi65vl93fj30ku0z6dpk.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xjcn64j30ku0z6n5n.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xjmacrj30ku0z6n6o.jpg",False,无,无,2021-03-13 16:29,肖战顺顺利利,0,0,0
K5XuijAXC,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG 跟我一起助TA荣登超话封面吧~  ,,无,无,True,无,无,2021-03-13 08:27,超话,0,0,0
K5T0esboZ,"转发理由://@你该美丽中带着刺:#肖战冰球运动推广大使#上一期跟@X玖少年团肖战DAYTOY 一起感受到了国家体育馆的美和智慧，也体会到了男子冰球这项运动的力量和热血。冬奥加油，冰球加油  
原始用户: 冬梦之约官方微博
转发内容: #陈伟霆 我的梦想是参加冬奥会# #冬梦之约# 起山林之间，承冬奥梦想，41条雪道，纳四海雪友！ @William威廉陈伟霆 收到来自@X玖少年团肖战DAYTOY 的信息传递，“冬奥场地是我的梦想，很多人知道我很想参加冬奥会！”本期节目中，陈伟霆将走进北京2022年冬奥会比赛场地云顶滑雪公园，带大家一起感受滑雪运动的激情和魅力！ 冬梦之约官方微博的微博视频                     ",,无,无,False,无,无,2021-03-12 21:01,肖战顺顺利利,0,0,0
K5SRzxBou,"转发理由:纯虾，误伤，看看澄清//@怎样拥有肖战啊:抬//@冲冠一怒昊天锤:抬走//@下雨天和发呆更配:拉黑//@肖战在我床上呢呢嘘://@肖家姜姜是唯://@碌碌小兔牙-://@洞花秋不落:真努力啊//@初见朝阳1://@待云起时-waiting:艹，都大咖了，快拉黑//@是苏眠:大披皮//@改下艾迪:我的天哪//@叫我先知DAYTOY:掉皮！  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-03-12 20:40,肖战顺顺利利,1,0,4
