微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K6VOBzcgH,"转发理由://@肖战影音会官微:#肖战[超话]#寄于戏剧之境，致敬城市英雄。与@X玖少年团肖战DAYTOY 在戏剧中抚慰命运，歌颂生命之美。预祝演出成功！#肖战如梦之梦#  
原始用户: X玖少年团肖战DAYTOY
转发内容: #如梦之梦九周年#，看见自己，肖战，走进五号。@央华戏剧 X玖少年团肖战DAYTOY的微博视频  ",,无,无,False,无,无,2021-03-19 18:01,无,1,0,0
K6OvtkXL8,"转发理由:转发微博  
原始用户: 1005号肥虾饲养部
转发内容: #斗罗大陆超长花絮# 还有《策马正少年》录音现场幕后花絮快来看看认真工作的三哥 @X玖少年团肖战DAYTOY 《策马正少年》肖战侧拍版MV 任艰难险阻无畏挑战   ",,无,无,False,无,无,2021-03-18 23:25,无,2,0,0
K6OvhwNGi,"转发理由://@1005号虾虾能量客栈:独家花絮来袭！快来和唐三@X玖少年团肖战DAYTOY 一起回顾史兰客七怪片场精彩瞬间。#肖战斗罗大陆# xz #电视剧斗罗大陆收官# #肖战[超话]#  
原始用户: 出戏
转发内容: #电视剧斗罗大陆收官#给大家送上13分钟超长独家花絮，快来一起回顾史兰客七怪片场精彩瞬间。《斗罗大陆》收官13分钟超长花絮，回顾片场精彩瞬间  ",,无,无,False,无,无,2021-03-18 23:25,无,1,1,1
K6EZwtz1i,"转发理由:打的好爽真的是众享丝滑  
原始用户: 鲨人兮
转发内容: 肖战｜古装群架｜极致踩点·纵享丝滑“你们不要再打了啦！”bgm-up all night祝·观频愉快 鲨人兮的微博视频  ",,无,无,False,无,无,2021-03-17 23:12,无,2,10,0
K6wc1AZxp,分享@X玖少年团肖战DAYTOY 的@绿洲 动态：📝绿洲  原图 ,,http://wx2.sinaimg.cn/large/007k4KXply1gom88lqb8tj30qo0zkdl9.jpg,无,True,无,无,2021-03-17 00:48,无,0,0,0
K6w8HjHhS,"转发理由:三哥，毕业快乐  
原始用户: 出戏
转发内容: #肖战[超话]##电视剧斗罗大陆收官# 斗罗大陆收官送福利啦～唐三@X玖少年团肖战DAYTOY 签名照等着你哦～关注@出戏 ，转发这条微博就有幸运鹅get哦[太开心]  原图 ",,无,http://wx3.sinaimg.cn/large/0067sZsely1goll5whc5jj32c02c0qv5.jpg,False,无,无,2021-03-17 00:39,无,0,0,0
K6rxG5zjA,"转发理由:再见唐三  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-16 12:57,无,0,0,0
K6qNsmjV5,"转发理由://@肖战影音会官微:#肖战[超话]##电视剧斗罗大陆收官# 倏忽春至，微光杳杳，少年阔步而来，不愧不怍，不矜不伐。再见，唐三；你好，肖战@X玖少年团肖战DAYTOY  
原始用户: 肖战工作室
转发内容: 少年义勇挽狂澜，心存烈焰俯天地。你好唐三，再见唐三。@X玖少年团肖战DAYTOY #电视剧斗罗大陆收官##肖战[超话]#  原图 ",,无,http://wx3.sinaimg.cn/large/007fzS16ly1golj8s8a48j30p08a4b2d.jpg,False,无,无,2021-03-16 11:03,无,2,1,0
K6kyjAnUs,"转发理由://@肖战影音会官微:#肖战[超话]#一起回顾#唐三bking时刻#！@X玖少年团肖战DAYTOY [打call]#肖战斗罗大陆# [加油]#肖战唐三#  
原始用户: 肖战工作室
转发内容: #唐三bking时刻#唐三@X玖少年团肖战DAYTOY 今天拽了吗？三哥一直拽得明明白白 #肖战[超话]# 肖战工作室的微博视频  ",,无,无,False,无,无,2021-03-15 19:10,无,1,0,0
K68NUh3HH,【肖战×女星】    ʚ 𝟐𝟎𝟐𝟏𝟑𝟏𝟒 ɞ    民国轶事之豪门大少和他的太太们色链@昨日他梦_ 封面@作业有雾灯 #肖战#  xz #肖战角色适配度# 二月二 龙抬头 泷月丶寒的微博视频  ,,无,无,True,"http://f.video.weibocdn.com/uF1R87Ozlx07L52ISDag01041200cwgQ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=d8257cc71422c9ad30fe69ce9523c87b&Expires=1616312776&ssig=EfbbGNoedF&KID=unistore,video",无,2021-03-14 13:15,苏战超话,377,109,158
K64gf05OO,"转发理由:转发微博  
原始用户: DottyPRO
转发内容: #DottyPro出品# #肖战[超话]# 晚上好，分享花絮视频，这样的肖战你🉑️吗[羞嗒嗒] DottyPRO的微博视频  ",,无,无,False,无,无,2021-03-14 01:41,无,2,0,0
K63oqD5vF,剪频用这几个片段找个半天真的，几分钟的采访#肖战# 所以，干脆把它砍了【肖战 人物采访 素材】【肖战 经典永流传3  有台标】1080p 无水印 分段柴＋完整版🔗在评论，自取取名废，别介意禁xz黑禁wyb粉丝禁白嫖，过多就取消hyq随意 经典永流传真的好长             [组图共2张]      原图                             ,,"http://ww2.sinaimg.cn/large/007k4KXply1goiosz4bjvj30m80j40ux.jpg,http://ww2.sinaimg.cn/large/007k4KXply1goip13jiqyj30m807uaau.jpg",无,True,无,无,2021-03-13 23:29,肖战超话,96,47,107
K623YExnY,"转发理由://@1005号肥虾饲养部:#肖战斗罗大陆# 拥有一颗勇敢的心，不懈努力就会遇到强大的自己！和三哥@X玖少年团肖战DAYTOY 一起越变越强👍#肖战唐三#  
原始用户: CCTV电视剧
转发内容: 【收藏！#斗罗大陆剧照#上新】天赋和努力同样重要，只要用心，终能遇见更强大的自己@X玖少年团肖战DAYTOY  @吴宣仪_Betty  @演員邱心志 @钟镇涛 @朱珠ZhuZhu @黄灿灿acan  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/002do8ZNly1gohhb8n8kaj618y0u0hdy02.jpg,http://ww3.sinaimg.cn/large/002do8ZNly1gohhbdpuokj618y0u04qv02.jpg,http://ww1.sinaimg.cn/large/002do8ZNly1gohhcatdwkj618y0u0qve02.jpg,http://ww2.sinaimg.cn/large/002do8ZNly1gohhcfmsfej618y0u0e8602.jpg,http://ww3.sinaimg.cn/large/002do8ZNly1gohhcku8rdj618y0u04qx02.jpg,http://ww3.sinaimg.cn/large/002do8ZNly1gohhcnokr2j618y0u0qvf02.jpg",False,无,无,2021-03-13 20:05,无,1,0,0
K61agklhH,"转发理由://@肖战影音会官微:#肖战[超话]#是新鲜的三哥@X玖少年团肖战DAYTOY 壁纸！#肖战斗罗大陆# [加油]#肖战唐三#  
原始用户: 肖战工作室
转发内容: 三哥@X玖少年团肖战DAYTOY 竖版剧照奉上，换壁纸啦 #肖战[超话]#  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1goieqxwixrj32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieq9kh5ij32bc3h0kjr.jpg,http://ww1.sinaimg.cn/large/007fzS16ly1goierlgzqxj32bc3h01l3.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieqie6jij32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goierw5wn5j32bc3h07wn.jpg,http://ww3.sinaimg.cn/large/007fzS16ly1goieqqedasj32bc3h04qv.jpg",False,无,无,2021-03-13 17:48,无,0,0,0
K5SKZs499,"转发理由://@肖战影音会官微:#肖战[超话]# 深渊淬炼，蓄势待发。不改清澈眉眼，昂首悠然人间。@X玖少年团肖战DAYTOY [加油]#肖战斗罗大陆# [加油]#肖战唐三#  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆# 斗罗大陆暗潮涌动，史兰客七怪目光如炬蓄势待发！@X玖少年团肖战DAYTOY @吴宣仪_Betty @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸   [组图共7张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007vJaBCly1gohdd08ssdj356o3ggu1f.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1gohdco9zbgj356o3gge8l.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1gohdd3rmbbj33gg56o1l6.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gohdd9ibsmj356o3gg7wt.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gohddfzm6bj356o3gg4ra.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1gohddmq26bj356o3gghed.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gohddr966gj33gg56oe8g.jpg",False,无,无,2021-03-12 20:24,无,0,2,0
K5Hf57uBZ,"转发理由://@1005号虾虾能量客栈:#唐三封号怼斗罗# 拽言拽语的怼斗罗三哥@X玖少年团肖战DAYTOY #肖战[超话]#  
原始用户: 肖战工作室
转发内容: #唐三封号怼斗罗#如何礼貌地“怼人”，请看三哥@X玖少年团肖战DAYTOY 拽言拽语。#肖战[超话]#  [组图共4张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1gofys64qwej31qu5xvu12.jpg,http://ww1.sinaimg.cn/large/007fzS16ly1gofys7idlyj31a833mqv5.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1gofys80e7hj31072oi7wh.jpg,http://ww1.sinaimg.cn/large/007fzS16ly1gofysak8tuj31qu47qhe2.jpg",False,无,无,2021-03-11 15:05,无,0,0,0
K5Fr9snz0,"转发理由://@肖战影音会官微:#肖战[超话]#潮头奔腾，飒沓光影全记录。多面本我，不羁四海涌诗章。与@X玖少年团肖战DAYTOY 乘风而来，勇往直前。#肖战陌森眼镜品牌代言人#设计师篇来啦！  
原始用户: MOLSION陌森眼镜
转发内容: 用时间书写自己的故事，用行动实现手中蓝图，做纯粹的梦想实现者，每一面都是未来的自己。《设计师篇》已登场，与#肖战陌森眼镜品牌代言人# 一起#直面每一面#。2021，为梦想逐步前行，用行动实践手中蓝图，一切未完待续。【元气镜 MJ3039 B10】@X玖少年团肖战DAYTOY 同款通道 👉🏻 天猫陌森旗舰店🔗  TMALL 京东陌森旗舰店🔗  http://t.cn/RmiyMMk MOLSION陌森眼镜的微博视频                     ",,无,无,False,无,无,2021-03-11 10:29,无,1,2,0
K5zLOoxDm,"转发理由://@肖战影音会官微:#肖战[超话]#展意气，越关山，热血无畏，勇往直前。@X玖少年团肖战DAYTOY [加油]#肖战斗罗大陆# [加油]#肖战唐三#  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆# 只要我们史兰客一起，就能拥有抵挡风雨的力量。@X玖少年团肖战DAYTOY @吴宣仪_Betty @辰亦儒 @演員邱心志 @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸 @张雯  [组图共3张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007vJaBCly1goepoi0npyj31900u0qvn.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1goepom9hfvj31900u0he9.jpg,http://ww1.sinaimg.cn/large/007vJaBCly1goepop4ng1j31900u01le.jpg",False,无,无,2021-03-10 20:04,无,0,0,0
K5y4j57vW,"转发理由://@1005号肥虾饲养部:#肖战roseonly品牌代言人# 新图代言人@X玖少年团肖战DAYTOY 太帅了吧  
原始用户: ROSEONLY诺誓
转发内容: #ROSEONLY新品上市# 3.14白色情人节，又称为“返情人节”，指的是如果在情人节（2月14日）收到对方的礼物，那么在这一天就以相同的心意回馈，诠释彼此均心系对方，想要执手一生的纯净心意。ROSEONLY臻选源自厄瓜多尔的初心玫瑰，精心打造「白色情人节特别款花桶」，于线下精品店开启预售，等你为爱浪漫回馈。点击图片查询精品店地址↓         [组图共3张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/bf237a25ly1goet1n5ixlj20u01hckey.jpg,http://ww1.sinaimg.cn/large/bf237a25ly1goet1o8x02j20u01407wh.jpg,http://ww2.sinaimg.cn/large/bf237a25ly1goet1o2tfej20p03iv4qp.jpg",False,无,无,2021-03-10 15:44,无,1,1,0
K5qxlEuhb,"转发理由://@肖战影音会官微:#肖战[超话]##唐三社交达人# 交友秘籍会会学废了，所以可以和三哥@X玖少年团肖战DAYTOY 做朋友吗？[单身狗]  
原始用户: 肖战工作室
转发内容: #唐三社交达人# 三哥@X玖少年团肖战DAYTOY 独特的交友秘籍，你学会了吗#肖战[超话]#  [组图共3张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1godtjp7jq8g30je0rrhdw.gif,http://ww2.sinaimg.cn/large/007fzS16ly1godtjnmcurg30je0rrkjo.gif,http://ww3.sinaimg.cn/large/007fzS16ly1godtjodss7g30je0rrx6r.gif",False,无,无,2021-03-09 20:33,无,1,2,0
K5paedCS3,"转发理由://@1005号肥虾饲养部:#肖战陌森眼镜品牌代言人# 探索不一样的自己，每一面都真实。【睿智面】解锁成功@X玖少年团肖战DAYTOY  
原始用户: MOLSION陌森眼镜
转发内容: #直面每一面# 之【睿智面】——探索不一样的自己，每一面都真实。释放才能，让更多人看到不同。#肖战陌森眼镜品牌代言人#同款【才华镜 MJ6118 B90 】 轻商务风，争做职场领袖。突破经典，不规则型眉架一展出众气质。  [组图共2张] 原图 ",,无,"http://ww2.sinaimg.cn/large/743d46d2ly1godkt5t7icj20ku0tqdsk.jpg,http://ww2.sinaimg.cn/large/743d46d2ly1goezzp70qfj20ku0tqdy1.jpg",False,无,无,2021-03-09 17:04,无,0,0,0
K5h7qkxwz,如果有下辈子你想做什么#肖战斗罗大陆# 【肖战×赵丽颖】禁上升真人禁二传二改#肖战唐三# PS：我上学了，正式跟各位请个假 泷月丶寒的微博视频  ,,无,无,True,"http://f.video.weibocdn.com/4ChyfAkplx07KVXAg05O010412006oO40E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1616312788&ssig=AWcV1%2B3%2Fq%2B&KID=unistore,video",无,2021-03-08 20:35,苏战超话,122,21,125
K5gRVCoBb,"转发理由://@1005号肥虾饲养部:#肖战探访冬奥会冰球场地#和@X玖少年团肖战DAYTOY 一起了解冬奥赛场的“秘密”#肖战冰球运动推广大使#  #肖战[超话]#  
原始用户: 央视频
转发内容: 【今日份冬奥知识get！#肖战探访冬奥会冰球场地#】首次探馆的@X玖少年团肖战DAYTOY 满满好奇~冰球馆和冰壶馆的冰面有什么区别？有哪些先进的制冰技术？赶快戳↓#冬梦之约#节目完整版已在#央视频#上线：http://t.cn/A6tjj315 快来与#肖战[超话]# 一同关注#北京2022年冬奥会#！#光华路小课堂# #微博放映厅#（央视频号：CGTN环球体育） 央视频的微博视频                     ",,无,无,False,无,无,2021-03-08 19:57,无,0,2,0
K5eDfnIQo,"转发理由://@1005号虾虾能量客栈:#肖战冰球运动推广大使# 今日份冬奥场馆小知识，已查收，大家速速来#肖战[超话]#  
原始用户: 冬梦之约官方微博
转发内容: #冬梦之约# “国家体育馆，位置在奥林匹克公园中心区，前方是“鸟巢”，南侧是“水立方”，国家游泳中心，北侧是国家会议中心。从场馆的建筑和外观设计来讲，国家体育馆的屋面是一个曲面的，正好完美的过渡了水立方的平面以及国家会议中心的一个曲面，从外观上来说，就形成了一个和谐的奥林匹克公园！”快来跟@X玖少年团肖战DAYTOY  一起探索冬奥场馆，深入了解国家体育馆的建筑结构，今日份冬奥场馆小知识，快来查收！  冬梦之约官方微博的微博视频                     ",,无,无,False,无,无,2021-03-08 14:15,无,0,0,0
K58JI72UC,"转发理由://@肖战影音会官微:#肖战[超话]#@X玖少年团肖战DAYTOY 携手@MOLSION陌森眼镜 ，邀您一起直面每一面[酷]#肖战陌森眼镜品牌代言人#  
原始用户: MOLSION陌森眼镜
转发内容: 多面型格，蓄势待发。MOLSION陌森眼镜抖音/微信/线下大屏等多平台大片已上线小陌邀你来会面。  #肖战陌森眼镜品牌代言人# #直面每一面#  原图 ",,无,http://wx1.sinaimg.cn/large/743d46d2ly1gobolmtt5bj20ku2psqrt.jpg,False,无,无,2021-03-07 23:14,无,0,0,0
K55yG6piw,"转发理由://@1005号虾虾能量客栈:今日份全能@X玖少年团肖战DAYTOY 体验“旱地”训练，太可爱了叭！#肖战加盟冬梦之约# xz#肖战冰球运动推广大使# #肖战[超话]#  
原始用户: 北京卫视
转发内容: #冬梦之约# 冰球训练日全记录热身操难度系数倍增，竟因腿太长？憨兔上身，蹦蹦跳跳超可爱！冰球上手天赋佳，教练夸得停不下嘴今日份全能战战速来领取 @X玖少年团肖战DAYTOY  北京卫视剧集地的微博视频  ",,无,无,False,无,无,2021-03-07 15:09,无,0,0,0
K54Tk6f5P,"转发理由://@肖战丨视界VIEW:#大师和唐三真的第一次见面#才知道大师和唐三@X玖少年团肖战DAYTOY 第一次见面的戏也是现实中的第一次见面，怪不得剧中那么自然有趣。谢谢#电视剧斗罗大陆# 导演的巧思  
原始用户: CCTV电视剧
转发内容: 【#大师和唐三真的第一次见面#】没想到大师和唐三第一次见面的戏也是@辰亦儒 和@X玖少年团肖战DAYTOY 现实中的第一次见面。点击视频↓↓↓了解一下~ CCTV电视剧的微博视频  ",,无,无,False,无,无,2021-03-07 13:27,无,0,0,0
K4X519H0q,"转发理由://@肖战影音会官微:#肖战[超话]##唐三魂技百科#技多不压身，来看看三哥@X玖少年团肖战DAYTOY 四个魂技！#肖战斗罗大陆#  
原始用户: 肖战工作室
转发内容: #唐三魂技百科#技多不压身，三哥@X玖少年团肖战DAYTOY 又双叒叕“新生一技”#肖战[超话]#  [组图共4张] 原图 ",,无,"http://ww4.sinaimg.cn/large/007fzS16ly1goaahbnmt0g30xc0iru12.gif,http://ww3.sinaimg.cn/large/007fzS16ly1goaahjqf14g30xc0irkk1.gif,http://ww2.sinaimg.cn/large/007fzS16ly1goaahm4j84g30xc0irnpj.gif,http://ww3.sinaimg.cn/large/007fzS16ly1goaah7uayzg30xc0irx6y.gif",False,无,无,2021-03-06 17:34,无,1,0,0
K4UB98Jve,"转发理由://@肖战影音会官微:#肖战[超话]#[打call]#肖战策马正少年幕后花絮# 三哥@X玖少年团肖战DAYTOY 《策马正少年》录音现场幕后花絮，绝对不能错过！#肖战斗罗大陆#  
原始用户: 电视剧斗罗大陆
转发内容: #电视剧斗罗大陆##肖战策马正少年幕后花絮# 叮咚，小陆送来斗罗大陆余粮～三哥《策马正少年》录音现场幕后花絮惊喜来袭，快来看看认真工作的三哥 @X玖少年团肖战DAYTOY 《策马正少年》肖战侧拍版MV 任艰难险阻无畏挑战  ",,无,无,False,无,无,2021-03-06 11:15,无,0,2,0
K4UupnvR7,"转发理由://@1005号肥虾饲养部:#肖战陌森眼镜品牌代言人# 和肖战一起不忘初心，直面自我@X玖少年团肖战DAYTOY  
原始用户: MOLSION陌森眼镜
转发内容: 不忘初心，直面自我，塑造更多可能。2021，与#肖战陌森眼镜品牌代言人# 一起#直面每一面# 。 MOLSION陌森眼镜的微博视频  ",,无,无,False,无,无,2021-03-06 10:58,无,0,1,0
K4Q5NeQqQ,"转发理由://@肖战影音会官微:#肖战[超话]##学雷锋文艺志愿服务# 一起重温雷锋日记，书写新时代雷锋故事，今天是雷锋纪念日，听#文艺志愿者# 肖战@X玖少年团肖战DAYTOY 为您朗读一篇雷锋日记。    
原始用户: X玖少年团肖战DAYTOY
转发内容: #学雷锋文艺志愿服务# 一起重温雷锋日记，书写新时代雷锋故事，我是#文艺志愿者# 肖战，今天是雷锋纪念日，由我来为您朗读一篇雷锋日记。 X玖少年团肖战DAYTOY的微博视频  ",,无,无,False,无,无,2021-03-05 23:47,无,0,0,0
K4PVhkbuF,"转发理由://@1005号肥虾饲养部:恭喜@X玖少年团肖战DAYTOY  成为北京市冰球运动协会#肖战冰球运动推广大使# ，一起加油！助力北京冬奥，助力北京冰球🏒  
原始用户: 北京冰协
转发内容: 恭喜@X玖少年团肖战DAYTOY  成为北京市冰球运动协会“冰球运动推广大使”，大家一起加油，助力北京冬奥，助力北京冰球🏒  北京冰协的微博视频  ",,无,无,False,无,无,2021-03-05 23:21,无,3,1,0
K4PJ3lIMu,"转发理由://@肖战影音会官微:#肖战[超话]##肖战献唱冬奥# #肖战和小朋友合唱# 惊鸿掠影冰上人，逐梦奥运竞技魂。和@X玖少年团肖战DAYTOY 一起携情伴雪，赴一场冰球盛宴。I want something just like this！#肖战冰球运动推广大使#  
原始用户: 冬梦之约官方微博
转发内容: #肖战献唱冬奥# #肖战和小朋友合唱# @X玖少年团肖战DAYTOY  在诞生过无数奥运金牌的国家体育馆，如今的“冰球圣殿”带来的第二个舞台《我想要的不过如此（Something just like this）》，美妙歌声也许和体育运动一样，可以穿越国界、语言，让我们通过冰球赛场上响起的歌声，再次感受冬奥的魅力吧！ 冬梦之约官方微博的微博视频                     ",,无,无,False,无,无,2021-03-05 22:51,无,0,0,0
