,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文,正文
51,#斗罗大陆播放量破40亿#恭喜肖战，宝贝@X玖少年团肖战DAYTOY[组图共4张]原图,1,0,0,"<re.Match object; span=(34, 43), match='[组图共4张]原图'>",[],['斗罗大陆播放量破40亿'],['@X玖少年团肖战DAYTOY'],恭喜肖战，宝贝@X玖少年团肖战DAYTOY,恭喜肖战，宝贝@X玖少年团肖战DAYTOY
55,#肖战[超话]##肖战陌森眼镜品牌代言人#xz#肖战斗罗大陆#喜欢是清风，是朝露，是脸颊红红，是千千万万人里，心里除了你再也装不下其它@X玖少年团肖战DAYTOY[组图共9张]原图,15,8,57,"<re.Match object; span=(81, 90), match='[组图共9张]原图'>",[],"['肖战[超话]', '肖战陌森眼镜品牌代言人', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz喜欢是清风，是朝露，是脸颊红红，是千千万万人里，心里除了你再也装不下其它@X玖少年团肖战DAYTOY,xz喜欢是清风，是朝露，是脸颊红红，是千千万万人里，心里除了你再也装不下其它@X玖少年团肖战DAYTOY
57,#肖战陌森眼镜品牌代言人#这礼盒也太好看了吧！海报也太帅了吧谢谢陌森@MOLSION陌森眼镜谢谢肖战@X玖少年团肖战DAYTOY让我拥有这么好看的眼镜这副带起来感觉气质都有了姐妹们约起来炸街去～[组图共6张]原图,1,0,1,"<re.Match object; span=(97, 106), match='[组图共6张]原图'>",[],['肖战陌森眼镜品牌代言人'],['@X玖少年团肖战DAYTOY'],这礼盒也太好看了吧！海报也太帅了吧谢谢陌森@MOLSION陌森眼镜谢谢肖战@X玖少年团肖战DAYTOY让我拥有这么好看的眼镜这副带起来感觉气质都有了姐妹们约起来炸街去～,这礼盒也太好看了吧！海报也太帅了吧谢谢陌森@MOLSION陌森眼镜谢谢肖战@X玖少年团肖战DAYTOY让我拥有这么好看的眼镜这副带起来感觉气质都有了姐妹们约起来炸街去～
60,#肖战陌森眼镜品牌代言人#斯文败类啥时候安排下@X玖少年团肖战DAYTOY[组图共4张]原图,2,0,0,"<re.Match object; span=(37, 46), match='[组图共4张]原图'>",[],['肖战陌森眼镜品牌代言人'],['@X玖少年团肖战DAYTOY'],斯文败类啥时候安排下@X玖少年团肖战DAYTOY,斯文败类啥时候安排下@X玖少年团肖战DAYTOY
64,下班飞奔日月光，果然是我想太多了，贴纸早就领完了看到代言人想带走怎么办@X玖少年团肖战DAYTOY#肖战陌森眼镜品牌代言人#[组图共6张]原图,1,0,0,"<re.Match object; span=(62, 71), match='[组图共6张]原图'>",[],['肖战陌森眼镜品牌代言人'],['@X玖少年团肖战DAYTOY'],下班飞奔日月光，果然是我想太多了，贴纸早就领完了看到代言人想带走怎么办@X玖少年团肖战DAYTOY,下班飞奔日月光，果然是我想太多了，贴纸早就领完了看到代言人想带走怎么办@X玖少年团肖战DAYTOY
74,#肖战最好的你[超话]##肖战陌森眼镜品牌代言人#xz#肖战斗罗大陆#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY[组图共4张]原图,3,4,12,"<re.Match object; span=(141, 150), match='[组图共4张]原图'>",[],"['肖战最好的你[超话]', '肖战陌森眼镜品牌代言人', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
76,#肖战[超话]##肖战陌森眼镜品牌代言人#xz#肖战斗罗大陆#我对你的喜欢，何止钟意二字。望向你时眼里满是藏不住的爱意，一想到你嘴角就不听使唤的上扬，你一笑胜过这寒日里的每个暖阳，每一次你的出现，仿佛有星星闪耀在四周的亮眼。或许先生觉得我说的话太过露骨，可这爱意早已藏不住心头的要满溢出来，只好将其所有都袒露与你@X玖少年团肖战DAYTOY[组图共4张]原图,9,7,29,"<re.Match object; span=(170, 179), match='[组图共4张]原图'>",[],"['肖战[超话]', '肖战陌森眼镜品牌代言人', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz我对你的喜欢，何止钟意二字。望向你时眼里满是藏不住的爱意，一想到你嘴角就不听使唤的上扬，你一笑胜过这寒日里的每个暖阳，每一次你的出现，仿佛有星星闪耀在四周的亮眼。或许先生觉得我说的话太过露骨，可这爱意早已藏不住心头的要满溢出来，只好将其所有都袒露与你@X玖少年团肖战DAYTOY,xz我对你的喜欢，何止钟意二字。望向你时眼里满是藏不住的爱意，一想到你嘴角就不听使唤的上扬，你一笑胜过这寒日里的每个暖阳，每一次你的出现，仿佛有星星闪耀在四周的亮眼。或许先生觉得我说的话太过露骨，可这爱意早已藏不住心头的要满溢出来，只好将其所有都袒露与你@X玖少年团肖战DAYTOY
77,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY[组图共4张]原图,13,4,23,"<re.Match object; span=(138, 147), match='[组图共4张]原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
91,妈呀这大长腿好帅原图,3,0,1,"<re.Match object; span=(8, 10), match='原图'>",[],[],[],妈呀这大长腿好帅,妈呀这大长腿好帅
96,#肖战陌森眼镜品牌代言人#恭喜肖战官宣陌森眼镜品牌代言人夺目出场，全新出发。2021，与@X玖少年团肖战DAYTOY一起直面每一面。已经get同款了，肖战粉丝小飞侠支持肖战代言，代言人太帅了@MOLSION陌森眼镜[组图共9张]原图,21,0,2,"<re.Match object; span=(107, 116), match='[组图共9张]原图'>",[],['肖战陌森眼镜品牌代言人'],['@X玖少年团肖战DAYTOY'],恭喜肖战官宣陌森眼镜品牌代言人夺目出场，全新出发。2021，与@X玖少年团肖战DAYTOY一起直面每一面。已经get同款了，肖战粉丝小飞侠支持肖战代言，代言人太帅了@MOLSION陌森眼镜,恭喜肖战官宣陌森眼镜品牌代言人夺目出场，全新出发。2021，与@X玖少年团肖战DAYTOY一起直面每一面。已经get同款了，肖战粉丝小飞侠支持肖战代言，代言人太帅了@MOLSION陌森眼镜
101,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY原图,1,3,8,"<re.Match object; span=(138, 140), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
112,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY[组图共4张]原图,1,2,16,"<re.Match object; span=(138, 147), match='[组图共4张]原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
114,#肖战[超话]##肖战斗罗大陆#xz#肖战余生请多指教#你携风而来，如花绽放，于雪色之间，揽月而上。至此，世间所谓风花雪月，皆与你有关。@X玖少年团肖战DAYTOY[组图共9张]原图,7,3,40,"<re.Match object; span=(82, 91), match='[组图共9张]原图'>",[],"['肖战[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz你携风而来，如花绽放，于雪色之间，揽月而上。至此，世间所谓风花雪月，皆与你有关。@X玖少年团肖战DAYTOY,xz你携风而来，如花绽放，于雪色之间，揽月而上。至此，世间所谓风花雪月，皆与你有关。@X玖少年团肖战DAYTOY
125,我仿佛听见了这想念的声音分享@X玖少年团肖战DAYTOY的@绿洲动态:想念绿洲原图,0,0,0,"<re.Match object; span=(39, 41), match='原图'>",[],[],['@X玖少年团肖战DAYTOY'],我仿佛听见了这想念的声音分享@X玖少年团肖战DAYTOY的@绿洲动态:想念绿洲,我仿佛听见了这想念的声音分享@X玖少年团肖战DAYTOY的@绿洲动态:想念绿洲
136,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY原图,1,1,14,"<re.Match object; span=(138, 140), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
145,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY原图,5,3,43,"<re.Match object; span=(138, 140), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
155,#肖战终于提到了杨紫的裙摆#xz#肖战微博之夜#虽然女生的大裙子世界充满了未知与挑战，但是难不倒绅士品格永在的肖战，捞不完的裙摆，提了一层还有一层，状况有点复杂，任务终会完成，不由得让我想起了肖战主演的《斗罗大陆》里的永不言败的唐三，诶！这会儿CCTV8正在热播呢！@X玖少年团肖战DAYTOY[组图共6张]原图,0,0,0,"<re.Match object; span=(147, 156), match='[组图共6张]原图'>",[],"['肖战终于提到了杨紫的裙摆', '肖战微博之夜']",['@X玖少年团肖战DAYTOY'],xz虽然女生的大裙子世界充满了未知与挑战，但是难不倒绅士品格永在的肖战，捞不完的裙摆，提了一层还有一层，状况有点复杂，任务终会完成，不由得让我想起了肖战主演的《斗罗大陆》里的永不言败的唐三，诶！这会儿CCTV8正在热播呢！@X玖少年团肖战DAYTOY,xz虽然女生的大裙子世界充满了未知与挑战，但是难不倒绅士品格永在的肖战，捞不完的裙摆，提了一层还有一层，状况有点复杂，任务终会完成，不由得让我想起了肖战主演的《斗罗大陆》里的永不言败的唐三，诶！这会儿CCTV8正在热播呢！@X玖少年团肖战DAYTOY
176,#肖战红毯#xz#肖战微博之夜#肖总一身正气，好帅❤期待我们的king@X玖少年团肖战DAYTOY[组图共6张]原图,0,0,0,"<re.Match object; span=(49, 58), match='[组图共6张]原图'>",[],"['肖战红毯', '肖战微博之夜']",['@X玖少年团肖战DAYTOY'],xz肖总一身正气，好帅❤期待我们的king@X玖少年团肖战DAYTOY,xz肖总一身正气，好帅❤期待我们的king@X玖少年团肖战DAYTOY
187,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY原图,1,4,9,"<re.Match object; span=(138, 140), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
189,#肖战[超话]##肖战微博之夜#xz#肖战斗罗大陆#昨天结束🔚未来的路已在脚下，仍然会有掌声雷动，也会有兼听则明的声音，更会有不死心的依然不死心，最终能被更多人认可的依然是你自己。经过这次的风暴，我们也跟着成长起来，原来爱上同一个人可以筑起堤坝而且绵延万里！还原真相不是目的，迈出下一步才是。曾经多深锥心剜肉之痛，多狠的挑衅辱骂，你依然用最大的赤诚坦荡去接受了这一切，未来的路必定来日方长。今后愿我们化做那十万魂环，为你加成一起百战成诗❤@X玖少年团肖战DAYTOY原图,10,5,39,"<re.Match object; span=(233, 235), match='原图'>",[],"['肖战[超话]', '肖战微博之夜', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz昨天结束🔚未来的路已在脚下，仍然会有掌声雷动，也会有兼听则明的声音，更会有不死心的依然不死心，最终能被更多人认可的依然是你自己。经过这次的风暴，我们也跟着成长起来，原来爱上同一个人可以筑起堤坝而且绵延万里！还原真相不是目的，迈出下一步才是。曾经多深锥心剜肉之痛，多狠的挑衅辱骂，你依然用最大的赤诚坦荡去接受了这一切，未来的路必定来日方长。今后愿我们化做那十万魂环，为你加成一起百战成诗❤@X玖少年团肖战DAYTOY,xz昨天结束🔚未来的路已在脚下，仍然会有掌声雷动，也会有兼听则明的声音，更会有不死心的依然不死心，最终能被更多人认可的依然是你自己。经过这次的风暴，我们也跟着成长起来，原来爱上同一个人可以筑起堤坝而且绵延万里！还原真相不是目的，迈出下一步才是。曾经多深锥心剜肉之痛，多狠的挑衅辱骂，你依然用最大的赤诚坦荡去接受了这一切，未来的路必定来日方长。今后愿我们化做那十万魂环，为你加成一起百战成诗❤@X玖少年团肖战DAYTOY
192,#斗罗大陆剧版播放量破30亿#30亿原图,2,0,0,"<re.Match object; span=(18, 20), match='原图'>",[],['斗罗大陆剧版播放量破30亿'],[],30亿,30亿
198,#肖战发长文#2020年3月1日，工作室发声明致歉。2020年4月25日，工作室呼吁粉丝理智追星，不要超出自己能力范围。2020年4月27日，他说请不要伤害别人。2020年5月6日，肖战在访谈里为他这段时间以及素人时期言论道歉。2020年5月10日，肖战引导粉丝理智追星，他说他不需要应援。2020件5月15日，肖战官方后援会解散。2020年7月16日，工作室再次呼吁大家摒弃饭圈行为。2020年12月20日，肖战在公开活动说道“我会承担属于自己的责任。”2021年2月27日，肖战再次直面问题，发长文真诚道歉。就像你说的那样，少一些在网络世界、虚拟ID背后的撕扯、争执、对立，多一些在现实生活中的努力与向上吧。真诚是唯一的道路。原图,1,2,0,"<re.Match object; span=(315, 317), match='原图'>",[],['肖战发长文'],[],2020年3月1日，工作室发声明致歉。2020年4月25日，工作室呼吁粉丝理智追星，不要超出自己能力范围。2020年4月27日，他说请不要伤害别人。2020年5月6日，肖战在访谈里为他这段时间以及素人时期言论道歉。2020年5月10日，肖战引导粉丝理智追星，他说他不需要应援。2020件5月15日，肖战官方后援会解散。2020年7月16日，工作室再次呼吁大家摒弃饭圈行为。2020年12月20日，肖战在公开活动说道“我会承担属于自己的责任。”2021年2月27日，肖战再次直面问题，发长文真诚道歉。就像你说的那样，少一些在网络世界、虚拟ID背后的撕扯、争执、对立，多一些在现实生活中的努力与向上吧。真诚是唯一的道路。,2020年3月1日，工作室发声明致歉。2020年4月25日，工作室呼吁粉丝理智追星，不要超出自己能力范围。2020年4月27日，他说请不要伤害别人。2020年5月6日，肖战在访谈里为他这段时间以及素人时期言论道歉。2020年5月10日，肖战引导粉丝理智追星，他说他不需要应援。2020件5月15日，肖战官方后援会解散。2020年7月16日，工作室再次呼吁大家摒弃饭圈行为。2020年12月20日，肖战在公开活动说道“我会承担属于自己的责任。”2021年2月27日，肖战再次直面问题，发长文真诚道歉。就像你说的那样，少一些在网络世界、虚拟ID背后的撕扯、争执、对立，多一些在现实生活中的努力与向上吧。真诚是唯一的道路。
205,#肖战最好的你[超话]##肖战斗罗大陆#xz#肖战余生请多指教#肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY原图,11,3,50,"<re.Match object; span=(138, 140), match='原图'>",[],"['肖战最好的你[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY,xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️@X玖少年团肖战DAYTOY
