微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K6BaYzBck,"转发理由:我的男孩，只给你最好看的风景 只给你我最大的偏心@X玖少年团肖战DAYTOY   
原始用户: ·岛知道·
转发内容: #肖战[超话]##肖战# 以后也想要给你更多更多的好我的男孩我想让别人我想让他们羡慕你  原图 ",,无,http://wx3.sinaimg.cn/large/906920a4ly1gomn1mc0aig21411z5he8.gif,False,无,无,2021-03-17 13:29,肖战顺顺利利,0,0,0
K6AATsKMS,#肖战最好的你[超话]##肖战斗罗大陆#  xz#肖战余生请多指教# 春杪夏首为爱聚，真诚如初历千帆。一蓑烟雨自在去，热爱终抵岁月长。✨让我们一起变成更好的人吧✨肖战平安顺遂✨@X玖少年团肖战DAYTOY  原图 ,,http://wx3.sinaimg.cn/large/5e0d1d88ly1gomro2sm92j21jk2bde81.jpg,无,True,无,无,2021-03-17 12:00,肖战最好的你超话,6,4,46
K6zDQw8r8,"转发理由://@满分野:日子就是日子，他不甜也不苦  
原始用户: 老裴很忙
转发内容: 还是那样，从不讲难。哪怕已经尖锐到了像是要逼他撕裂自己，把他最脆弱、最狼狈的那部分剖出来任人奚落那般地问他，从被争抢到被抛弃会不会难过，他也不说难。他大可大吐苦水，满足大众残忍的窥探欲和廉价的同情心，但是他不。成团即抠脚，他从不抱怨资源分配不均，他只说每天都在充实地学习，时刻准备着。打官司、被雪藏，他从不暗示自己处境如何艰难，他只说不要回头，永远。在最风光得意的时候遭遇这样一场无妄之灾，多少人或乐见、或好奇他的苦楚与心酸，等着他分享那些可能经历过的不眠之夜，和一定看透了的世态炎凉。可他说自我调节，他说每段经历都是财富，他说一切都是最好的安排，他说好好活着肖战。比起声泪俱下地诉苦，他好像永远在说，他在如何消解苦难。这是作为艺人肖战的体面与克制，但这也是他所时刻保持着的专业态度下的珍贵裂缝，里面藏着的，是属于那个真实肖战的要强和倔强。                     ",,无,无,False,无,无,2021-03-17 09:34,肖战顺顺利利,0,0,0
K6yX8F8K2,两年中间发生的很多事肖战，全力以赴的向前奔跑吧，经历过最难的时候，再见就是更勇敢的自己❤分享@X玖少年团肖战DAYTOY 的@绿洲 动态:📝 绿洲  原图 ,,http://wx3.sinaimg.cn/large/5e0d1d88ly1gomkbfvan9j20qo0zkqa4.jpg,无,True,无,无,2021-03-17 07:49,肖战顺顺利利,0,0,0
K6rAiiYPk,"转发理由:回复@X玖少年团肖战DAYTOY:哇 竟然沙发，给你点赞@X玖少年团肖战DAYTOY//@X玖少年团肖战DAYTOY:小老弟！可以！ 评论配图  
原始用户: 敖子逸
转发内容: #敖子逸发长文告别马红俊#今天，《斗罗大陆》正式的大结局了。👏它是我拍的第一部戏，那时候我还是16岁，人生第一次进这么大一个组，进组前紧张，拿到剧本紧张，见到导演紧张，吊威亚也紧张，虽然这样说会有些丢脸，但确实我那时候心里最直白的感受就是紧张和害怕。（但我脸上还是表现的很淡定的）一开始知道可以演《斗罗大陆》我觉得好厉害好酷啊！因为我和同学很早之前就开始看这个小说，《斗罗大陆》在我们之间可以说是风靡，能去参演多有面子啊！这种想法带来的兴奋感一直维持到了进组开始拍摄……导演说马红俊当下剧情角色是要很悲伤孤独的，所以在现场不让任何人跟我讲话，让大家没事都离我远点，营造那种孤独感，所以那几天在现场就可以看到我穿着马红俊挂着补丁的衣服，顶着爆炸头在草堆里、土堆上、各种犄角旮旯里一个人坐着或站着……真实的身处现场，剧本里描写过的每个场景和细节都一一展现在我眼前，再加上导演帮我刻意营造的氛围，我的体会更加具象化了“哦……原来马红俊是这样的感受啊”。面对一开始父亲的不知所踪，他的内心是焦急担忧和无助的；面对父亲的牺牲，他是充满悲痛和恨意的，我想那时候要不是三哥奋不顾身的唤醒，马红俊应该就自我毁灭消失了吧。也正是由于这些原因“为父报仇”就成了支撑马红俊的动力，虽然非常想报仇但他并不会不择手段，后面有一集里马红俊和三哥一起找到不乐后，他是完全可以杀掉不乐的，可他强忍住跑了出去，坐在地上抱头痛哭，“我差一点就杀了他，可是我不想成为他那样的人！”这是马红俊最打动我的一段，这个世界对他那么不好，那些人骗他伤害他，搞得他家破人亡，伤痕累累，他恨那些人可他唯独不会变成那些人，能控制住自己不被仇恨蒙蔽双眼，他真的很厉害！他的善良永远感染着我。提到这场戏，我要特别感谢战哥@X玖少年团肖战DAYTOY  很耐心的陪我一遍遍拍这场戏，我还记得那天大夜，天气很冷，因为来来回回拍我心里觉得特别不好意思，又有点沮丧，可战哥一直在旁边鼓励我，对于当时的我真的很温暖。我们这个剧组就是这样，一直很温暖，小舞姐@吴宣仪_Betty 很活泼开朗，经常逗的大家很开心，还会很大方的在现场跳舞给我们看；大师 @辰亦儒 经常会分享健身心得给大家，说以后有任何健身问题让我问他；苑长@演員邱心志 会在拍戏间隙传授我们很多演戏的经验，会告诉我们这个镜头导演这么拍是想要什么所以你演的时候要注意什么，跟着院长学到了很多；大哥 @高泰宇GTY  晚进组几天，一开始大家都以为他是个很高冷的人，相处久了才发现他才是最搞笑的人，会跟着大家一起疯一起闹；美彤姐@刘美彤 算是我的学姐，我俩都是重庆育才中学毕业的，所以一直觉得她有种亲切感，在片场吃饭她天天都说我吃的太少啦这样不行然后隔天给我一堆吃的，此处还有@黄灿灿acan ，老说弟弟你要多吃多喝，然后就让助理给我送一箱牛奶，每天现场见了还要问今天喝牛奶了吗……造成南哥@Liurn刘润南 有一阵子也跟着一起问我喝不喝牛奶，仿佛我是个幼儿……除了牛奶南哥还会经常带我出去吃，频率之高，造成有段时间我脸都变圆了；荣荣姐@丁笑滢 是我们当中比较安静的一个，会提醒大家明天要下雨记得穿厚点，特别的细心。还有一个人必须要感谢，那就是导演@杨子1008 ，杨导外表对我们很严厉但其实是个很温柔的人，会跟我们一起开玩笑，感谢杨导让我相信我就是马红俊。我想永远记得象山海边的风，大家一起淋过的雨，和史兰客七怪永远团结的心。很感谢能让16岁的敖子逸遇见马红俊，我会永远记得马红俊的！再次感谢《斗罗大陆》，感谢所有《斗罗大陆》的工作人员们，感谢所有《斗罗大陆》的观众们！ 敖子逸的微博视频                     ",,https://ww3.sinaimg.cn/large/6ade4348ly1golnoc7gq2j20j60jl3zh.jpg,无,False,无,无,2021-03-16 13:04,肖战顺顺利利,0,0,0
K6rxT6LI0,"转发理由:又收到来自肖战的明信片了谢谢你那段时间的坚持和勇敢，唐三很棒，你依然最棒@X玖少年团肖战DAYTOY 以后创造更多更好的作品吧  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-16 12:58,肖战顺顺利利,2,1,0
K6rxb2SlL,"转发理由:恭喜唐三毕业@X玖少年团肖战DAYTOY 宝贝辛苦啦  
原始用户: X玖少年团肖战DAYTOY
转发内容: 万物有灵，当温柔以待。去发现自己的潜力，去创造属于自己的世界。无论结果是什么，我都会向阳而生。谢谢每一位工作人员，谢谢唐三你带给我的一切，再见了！  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/6ade4348ly1golnkh9g2aj22c02c0x6p.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkuwusmj22c02c0qv7.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkqm1fzj22c02c0hdv.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkocr10j22c02c01l0.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkkqmryj218w0u0qi6.jpg,http://ww4.sinaimg.cn/large/6ade4348ly1golnkjlhi7j20wi1rlx6r.jpg,http://ww2.sinaimg.cn/large/6ade4348ly1golnkwpjz3j22c02c0hdu.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnkskcjyj22c02c07wi.jpg,http://ww1.sinaimg.cn/large/6ade4348ly1golnky5swaj22c02c0ayo.jpg",False,无,无,2021-03-16 12:56,肖战顺顺利利,0,1,1
K6rqlCraD,"转发理由:#肖战斗罗大陆# 恭喜唐三毕业@X玖少年团肖战DAYTOY   
原始用户: 肖战工作室
转发内容: 少年义勇挽狂澜，心存烈焰俯天地。你好唐三，再见唐三。@X玖少年团肖战DAYTOY #电视剧斗罗大陆收官##肖战[超话]#  原图 ",,无,http://wx3.sinaimg.cn/large/007fzS16ly1golj8s8a48j30p08a4b2d.jpg,False,无,无,2021-03-16 12:39,肖战顺顺利利,1,0,0
K6qDBx6fC,"转发理由://@心碎却着迷:呜呜呜三哥毕业快乐！！舍不得你！！#肖战斗罗大陆# xz #肖战唐三#  
原始用户: 微博电视剧
转发内容: #斗罗大陆全员收官自拍#炽热青春，并肩逐梦。史兰客七怪@X玖少年团肖战DAYTOY @吴宣仪_Betty @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸 一路相携相伴，经历千锤百炼，为心中信仰，无惧风雨踏破险阻，终于在风云变幻的斗罗大陆上展示出独属于自己的精彩。#电视剧斗罗大陆收官# @辰亦儒 @演員邱心志         [组图共9张]      原图                     ",,无,"http://ww4.sinaimg.cn/large/005TR3jLly1gokxlpwoo1j60u01hc1ky02.jpg,http://ww4.sinaimg.cn/large/005TR3jLly1gokxlvs78qj60u01hcx6p02.jpg,http://ww3.sinaimg.cn/large/005TR3jLly1gokxm211q6j60u01hcb2a02.jpg,http://ww3.sinaimg.cn/large/005TR3jLly1gokxm4njswj60u01hcu0x02.jpg,http://ww1.sinaimg.cn/large/005TR3jLly1gokxm8hukkj60u01hcx6p02.jpg,http://ww1.sinaimg.cn/large/005TR3jLly1gokxmbfmfnj60u01hcu0x02.jpg,http://ww4.sinaimg.cn/large/005TR3jLly1gokxmfg5jej60u01hcu0x02.jpg,http://ww2.sinaimg.cn/large/005TR3jLly1gokxmid8apj60u01hcu0x02.jpg,http://ww3.sinaimg.cn/large/005TR3jLly1gokxml68f7j60u01hcx6p02.jpg",False,无,无,2021-03-16 10:39,肖战顺顺利利,0,0,0
K6pvBlVH1,#肖战[超话]##肖战斗罗大陆#  xz #肖战唐三# 《策马正少年》「跨越深渊淬炼，却依然未变，昂首悠然人间，春风正娇艳」！ @X玖少年团肖战DAYTOY 倾情献唱！策马追梦，落子无悔，青春无畏[拳头] CCTV电视剧的微博视频   ,,无,无,True,"http://f.video.weibocdn.com/ULpvNWJ2lx07Kdsaa8N2010412018Z2E0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1616093209&ssig=ePOQCaOdAE&KID=unistore,video",无,2021-03-16 07:47,肖战超话,13,6,46
K6muTadTS,"转发理由:晚安 宝贝@X玖少年团肖战DAYTOY   
原始用户: X玖少年团肖战DAYTOY
转发内容: 不忘初心，直面自我，塑造更多可能。2021，与我和@MOLSION陌森眼镜 一起#直面每一面#。 肖战工作室的微博视频  ",,无,无,False,无,无,2021-03-16 00:07,肖战顺顺利利,0,0,0
K6kDQEjPV,"转发理由://@肖战网宣官微:#肖战[超话]# 锁定三哥@X玖少年团肖战DAYTOY bking时刻[酷]三哥今天拽了！#唐三bking时刻# #肖战唐三#  
原始用户: 肖战工作室
转发内容: #唐三bking时刻#唐三@X玖少年团肖战DAYTOY 今天拽了吗？三哥一直拽得明明白白 #肖战[超话]# 肖战工作室的微博视频  ",,无,无,False,无,无,2021-03-15 19:23,肖战顺顺利利,0,1,0
K6hS0nEui,#肖战斗罗大陆#  xz#肖战余生请多指教# 肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️ @X玖少年团肖战DAYTOY   [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/5e0d1d88ly1gokh04iqqwj21jk2bdu0x.jpg,http://ww3.sinaimg.cn/large/5e0d1d88ly1gokh06jiknj21jk2bdx6p.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1gokh08odwtj21jk2bd4qq.jpg,http://ww3.sinaimg.cn/large/5e0d1d88ly1gokh02fa7kj21jk2bd7wj.jpg",无,True,无,无,2021-03-15 12:20,肖战顺顺利利,0,0,1
K6dk6BIce,#肖战[超话]##肖战斗罗大陆#  xz #肖战余生请多指教# 这些充满故事感的剪影🎬是被光与影眷顾的人一个剪影就能让人怦然心动的男人，他的名字叫肖战@X玖少年团肖战DAYTOY  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/5e0d1d88gy1gojww4wy3sj21900rxjx8.jpg,http://ww4.sinaimg.cn/large/5e0d1d88gy1gojww637adj20u017lwkb.jpg,http://ww4.sinaimg.cn/large/5e0d1d88gy1gojww6vhsgj20u012falm.jpg,http://ww1.sinaimg.cn/large/5e0d1d88gy1gojww92oouj20u017n7dv.jpg,http://ww1.sinaimg.cn/large/5e0d1d88gy1gojww9k28rj21jk1114db.jpg,http://ww2.sinaimg.cn/large/5e0d1d88gy1gojww8nl6jj20u017l476.jpg,http://ww3.sinaimg.cn/large/5e0d1d88gy1gojwwhxi97j21jk2bde81.jpg,http://ww1.sinaimg.cn/large/5e0d1d88gy1gojww9xyo9j20u11ian3o.jpg,http://ww4.sinaimg.cn/large/5e0d1d88gy1gojwwadwu5j20sh0hzadm.jpg",无,True,无,无,2021-03-15 00:45,肖战超话,10,4,46
K6d9eeGC8,我为#肖战[超话]#贡献66影响力，影响力越多排名越高！戳这里→http://t.cn/RrKeREG ~跟我一起打榜提高排名吧~  ,,无,无,True,无,无,2021-03-15 00:19,超话,0,0,0
K69dAoLCk,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG 跟我一起助TA荣登超话封面吧~  ,,无,无,True,无,无,2021-03-14 14:18,超话,0,0,0
K67TejL4G,#牛蒙蒙肖口常开全家福#蒙蒙看看我，好不容易合个全家福，给个面子给个奖励呗@牛蒙蒙官方微博 Ps 合照是不同的人，但是保存下来会有人重复头像，蒙蒙家的程序员加油呀！  原图 ,,http://wx4.sinaimg.cn/large/5e0d1d88ly1goj8x1tw5zj20th10m4bx.jpg,无,True,无,无,2021-03-14 10:55,肖战顺顺利利,1,0,1
K67zuExjC,牛蒙蒙 昨天说好的挺住呢@牛蒙蒙官方微博  原图 ,,http://wx3.sinaimg.cn/large/5e0d1d88ly1goj7jg8lgbj20wi1ycgpw.jpg,无,True,无,无,2021-03-14 10:07,肖战顺顺利利,1,0,0
K645SAWz4,#肖战[超话]##肖战我喜欢你#  xz #肖战余生请多指教# 回眸一望 在我心头留下星芒，得以窥见少年首昂，仿似仙郎 不可肖想，肖战 白色情人节快乐[抱一抱]@X玖少年团肖战DAYTOY  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/5e0d1d88ly1gois58snbjj20u01c1jvh.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1gois590dwij20u01c1tfp.jpg,http://ww4.sinaimg.cn/large/5e0d1d88ly1gois59a20fj20u01c1te1.jpg,http://ww1.sinaimg.cn/large/5e0d1d88ly1gois6hk74sj21jk2bc1kx.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1gois5aaqaqj20tg0tgdje.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1gois6i2y6xj21jk2bcqub.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1gois6gh7bej21jk2bc4qp.jpg,http://ww3.sinaimg.cn/large/5e0d1d88ly1gois6im7yij21jk2bcb0f.jpg,http://ww3.sinaimg.cn/large/5e0d1d88ly1gois6k8x1oj21jk2bc4qp.jpg",无,True,无,无,2021-03-14 01:16,肖战超话,11,6,41
K63RNqhv0,"转发理由:1005见#肖战蒙牛乳业品牌代言人#   
原始用户: 牛蒙蒙官方微博
转发内容: 肖口常开照相馆还没开门营业，大家可以提前更新（打扮）下小程序头像，万一拍出来的全家福不好看不能怪蒙蒙哟！ #牛蒙蒙肖口常开全家福# 晒的是在肖口常开照相馆里拍的全家福照片哟～别晒错了 （网络纷杂，保护隐私人人有责！）  原图 ",,无,http://wx3.sinaimg.cn/large/00809LQJly1goip8xvpyaj30u01kz19l.jpg,False,无,无,2021-03-14 00:41,肖战顺顺利利,1,0,0
K62TPBMEI,"转发理由:看哭了“没有人能阻挡你”下次见，一定更加挺拔@X玖少年团肖战DAYTOY 肖战，向着光亮走下去，一直走下去呀  
原始用户: 橘子港·
转发内容: 肖战20缩影｜ 成长向放弃规则 放纵去爱 没有人能够阻挡你“我不转弯”#肖战陌森眼镜品牌代言人# ｜#肖战# @X玖少年团肖战DAYTOY . 橘子港·的微博视频  ",,无,无,False,无,无,2021-03-13 22:13,肖战顺顺利利,0,0,0
K61ZejSaZ,"转发理由:牛蒙蒙 这次挺住呀#肖战蒙牛乳业品牌代言人#   
原始用户: 牛蒙蒙官方微博
转发内容: 是的，蒙蒙终于站起来了！明天上午10:05牛蒙蒙小程序精彩活动再次来袭，你们关心的问题让蒙蒙一一解答。1. 活动只在牛蒙蒙小程序举行，请不要迷路哦；2. 活动会一直持续到3月20日，不用担心第一时间没参加会拿不到亲签（程序员哥哥表示压力很大）；3. 最重要的一点，这一次不用花钱就有机会赢战哥亲签，想买牛奶的盆友们没想到吧 具体的活动规则明天揭晓，蒙蒙保证真的很好玩˜那么，提前祝大家玩得开心              原图                     ",,无,http://wx2.sinaimg.cn/large/00809LQJly1goiio9cefxj30u01hcb29.jpg,False,无,无,2021-03-13 19:54,肖战顺顺利利,0,0,0
K61Rovlzu,#20210313虾圈讨饭日# 小室，看看这个tag，把孩子饿的@肖战工作室 快给粮  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/5e0d1d88ly1goiib32uy4j20u00u0dkq.jpg,http://ww1.sinaimg.cn/large/5e0d1d88ly1goiib3tlzpj20j60i83z9.jpg,http://ww4.sinaimg.cn/large/5e0d1d88ly1goiib4tcwhj20c80byt9b.jpg,http://ww2.sinaimg.cn/large/5e0d1d88ly1goiib6v88oj20k00mnjso.jpg",无,True,无,无,2021-03-13 19:34,肖战顺顺利利,6,1,0
K61jDw1Rd,#肖战陌森眼镜品牌代言人# 千镜千面每一款都是人生角色的可能每一面都能展现真实的自己2021，与陌森眼镜品牌代言人肖战一起#直面每一面#去发现自己的每一个角色，去直面自己的每一种可能@X玖少年团肖战DAYTOY 上海·陌森眼镜  显示地图 [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/5e0d1d88ly1goifweux1dj20k00zkq5r.jpg,http://ww4.sinaimg.cn/large/5e0d1d88ly1goifwki0h7j20k00zkdi6.jpg,http://ww1.sinaimg.cn/large/5e0d1d88ly1goifwq2cz4j20k00zkaca.jpg,http://ww4.sinaimg.cn/large/5e0d1d88ly1goifwz7d7jj20k00zkju1.jpg",无,True,无,上海·陌森眼镜,2021-03-13 18:11,肖战顺顺利利,2,0,0
K61iXgNUg,"转发理由:#肖战陌森眼镜品牌代言人#  xz #肖战斗罗大陆# 肖战好帅@X玖少年团肖战DAYTOY   
原始用户: X玖少年团肖战DAYTOY
转发内容: 不忘初心，直面自我，塑造更多可能。2021，与我和@MOLSION陌森眼镜 一起#直面每一面#。 肖战工作室的微博视频  ",,无,无,False,无,无,2021-03-13 18:10,肖战顺顺利利,0,0,0
